-BEGIN HEADER-
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data 
Dates (month/day/year): 01/01/2013 through 12/31/2019 
Location: Latitude  27.6667   Longitude 85.35 
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = 1653.16 meters   Site = na 
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) 
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M_MAX MERRA2 1/2x1/2 Maximum Temperature at 2 Meters (C) 
PS MERRA2 1/2x1/2 Surface Pressure (kPa) 
T2M MERRA2 1/2x1/2 Temperature at 2 Meters (C) 
RH2M MERRA2 1/2x1/2 Relative Humidity at 2 Meters (%) 
T2MDEW MERRA2 1/2x1/2 Dew/Frost Point at 2 Meters (C) 
PRECTOT MERRA2 1/2x1/2 Precipitation (mm day-1) 
T2MWET MERRA2 1/2x1/2 Wet Bulb Temperature at 2 Meters (C) 
T2M_MIN MERRA2 1/2x1/2 Minimum Temperature at 2 Meters (C) 
T2M_RANGE MERRA2 1/2x1/2 Temperature Range at 2 Meters (C) 
QV2M MERRA2 1/2x1/2 Specific Humidity at 2 Meters (g/kg) 
TS MERRA2 1/2x1/2 Earth Skin Temperature (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,PRECTOT,QV2M,RH2M,PS,T2M_RANGE,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M
27.66671,85.35001,2016,07,09,    4.43,   17.46,   87.54,   83.27,    5.94,   22.45,   19.49,   19.49,   25.14,   19.21,   21.98
27.66671,85.35001,2016,07,10,    4.09,   17.45,   89.63,   83.20,    5.02,   21.89,   19.45,   19.45,   24.45,   19.44,   21.57
27.66671,85.35001,2016,07,11,    4.51,   16.47,   88.20,   83.37,    4.99,   21.08,   18.49,   18.49,   23.46,   18.47,   20.94
27.66671,85.35001,2016,07,12,    0.51,   17.47,   88.01,   83.46,    6.27,   22.45,   19.53,   19.53,   25.47,   19.20,   21.94
27.66671,85.35001,2016,07,13,    2.25,   17.36,   88.34,   83.45,    5.50,   22.20,   19.37,   19.37,   24.49,   18.99,   21.77
27.66671,85.35001,2016,07,14,   14.06,   17.79,   91.82,   83.33,    4.76,   21.84,   19.80,   19.80,   24.16,   19.40,   21.51
27.66671,85.35001,2016,07,15,   20.49,   18.43,   95.05,   83.39,    4.23,   21.77,   20.31,   20.31,   24.03,   19.80,   21.53
27.66671,85.35001,2016,07,16,   11.10,   17.73,   90.29,   83.52,    5.73,   22.19,   19.73,   19.73,   24.98,   19.25,   21.77
27.66671,85.35001,2016,07,17,    7.45,   16.58,   90.89,   83.63,    4.27,   20.56,   18.62,   18.62,   22.78,   18.51,   20.60
27.66671,85.35001,2016,07,18,   18.78,   16.95,   90.49,   83.53,    6.27,   21.63,   18.99,   18.99,   24.44,   18.17,   21.01
27.66671,85.35001,2016,07,19,   11.22,   17.57,   91.78,   83.41,    5.84,   22.15,   19.59,   19.59,   24.47,   18.63,   21.34
27.66671,85.35001,2016,07,20,   22.83,   18.44,   94.99,   83.42,    4.74,   21.84,   20.36,   20.36,   24.25,   19.51,   21.55
27.66671,85.35001,2016,07,21,   23.31,   17.10,   93.34,   83.53,    3.65,   20.71,   19.12,   19.12,   22.69,   19.04,   20.65
27.66671,85.35001,2016,07,22,   38.87,   16.72,   90.45,   83.60,    5.54,   21.10,   18.67,   18.67,   23.74,   18.21,   20.81
27.66671,85.35001,2016,07,23,    7.61,   16.14,   91.86,   83.70,    4.87,   20.56,   18.20,   18.20,   22.91,   18.03,   20.01
27.66671,85.35001,2016,07,24,    9.70,   16.79,   94.03,   83.71,    4.98,   20.85,   18.90,   18.90,   22.88,   17.90,   20.27
27.66671,85.35001,2016,07,25,   28.31,   16.63,   95.63,   83.78,    4.70,   20.06,   18.73,   18.73,   22.57,   17.86,   19.86
27.66671,85.35001,2016,07,26,   45.25,   15.84,   91.49,   83.97,    5.45,   20.16,   17.96,   17.96,   22.64,   17.19,   19.83
27.66671,85.35001,2016,07,27,    3.71,   15.90,   91.20,   83.93,    5.20,   20.51,   18.10,   18.10,   22.68,   17.48,   19.93
27.66671,85.35001,2016,07,28,    7.12,   15.98,   94.81,   83.78,    3.60,   19.46,   18.06,   18.06,   21.37,   17.77,   19.36
27.66671,85.35001,2016,07,29,    0.29,   15.86,   89.28,   83.68,    5.76,   20.71,   17.97,   17.97,   23.35,   17.58,   20.19
27.66671,85.35001,2016,07,30,    4.49,   16.36,   91.36,   83.66,    4.95,   20.79,   18.46,   18.46,   22.95,   18.00,   20.31
27.66671,85.35001,2016,07,31,    5.35,   16.41,   89.14,   83.57,    5.83,   21.28,   18.50,   18.50,   23.80,   17.97,   20.74
27.66671,85.35001,2016,08,01,    8.66,   15.99,   84.96,   83.48,    6.09,   21.33,   17.99,   17.99,   24.09,   18.00,   21.09
27.66671,85.35001,2016,08,02,    2.25,   16.55,   88.82,   83.34,    6.14,   21.28,   18.49,   18.49,   24.29,   18.15,   20.89
27.66671,85.35001,2016,08,03,    1.03,   16.79,   88.77,   83.38,    5.37,   21.24,   18.80,   18.80,   24.03,   18.66,   21.14
27.66671,85.35001,2016,08,04,    2.24,   17.52,   89.63,   83.45,    5.43,   21.59,   19.45,   19.45,   24.69,   19.26,   21.68
27.66671,85.35001,2016,08,05,    3.15,   17.68,   90.32,   83.51,    5.74,   21.86,   19.60,   19.59,   25.00,   19.27,   21.72
27.66671,85.35001,2016,08,06,    5.40,   16.72,   87.73,   83.56,    5.70,   21.50,   18.68,   18.68,   24.59,   18.89,   21.30
27.66671,85.35001,2016,08,07,    0.53,   16.58,   89.43,   83.57,    5.28,   20.99,   18.61,   18.61,   23.93,   18.65,   20.86
27.66671,85.35001,2016,08,08,    1.46,   17.03,   90.38,   83.58,    6.12,   21.42,   19.05,   19.05,   24.49,   18.37,   21.12
27.66671,85.35001,2016,08,09,    1.09,   16.62,   87.82,   83.48,    5.79,   21.45,   18.53,   18.53,   24.35,   18.56,   21.17
27.66671,85.35001,2016,08,10,    2.15,   16.59,   89.55,   83.53,    5.06,   21.07,   18.64,   18.64,   23.68,   18.62,   20.84
27.66671,85.35001,2016,08,11,    7.17,   16.42,   86.20,   83.59,    6.06,   21.43,   18.40,   18.41,   24.58,   18.52,   21.30
27.66671,85.35001,2016,08,12,    2.91,   16.71,   87.37,   83.59,    6.25,   21.83,   18.78,   18.78,   24.67,   18.42,   21.36
27.66671,85.35001,2016,08,13,    2.70,   17.05,   90.48,   83.49,    5.87,   21.51,   19.11,   19.10,   24.16,   18.29,   21.10
27.66671,85.35001,2016,08,14,    2.31,   17.19,   89.87,   83.42,    5.18,   21.59,   19.18,   19.18,   24.27,   19.09,   21.33
27.66671,85.35001,2016,08,15,    2.96,   17.23,   90.03,   83.28,    4.53,   21.43,   19.18,   19.18,   23.88,   19.35,   21.31
27.66671,85.35001,2016,08,16,   12.18,   17.38,   89.81,   83.17,    5.33,   21.52,   19.20,   19.20,   24.34,   19.01,   21.47
27.66671,85.35001,2016,08,17,    6.95,   17.39,   92.88,   83.28,    4.67,   20.93,   19.34,   19.34,   23.58,   18.90,   20.95
27.66671,85.35001,2016,08,18,    0.33,   16.30,   87.54,   83.34,    4.38,   20.43,   18.21,   18.21,   23.34,   18.97,   20.88
27.66671,85.35001,2016,08,19,    0.24,   16.46,   87.84,   83.53,    7.01,   21.38,   18.53,   18.53,   24.52,   17.51,   21.02
27.66671,85.35001,2016,08,20,    1.57,   17.40,   90.26,   83.59,    5.74,   21.87,   19.47,   19.47,   24.47,   18.73,   21.48
27.66671,85.35001,2016,08,21,    3.66,   18.03,   92.81,   83.56,    5.38,   21.61,   19.96,   19.96,   24.42,   19.04,   21.60
27.66671,85.35001,2016,08,22,    8.55,   17.02,   91.05,   83.64,    4.09,   20.73,   18.99,   18.99,   23.07,   18.97,   20.99
27.66671,85.35001,2016,08,23,    0.75,   16.51,   90.45,   83.77,    5.92,   21.14,   18.72,   18.72,   23.93,   18.02,   20.64
27.66671,85.35001,2016,08,24,    1.67,   15.85,   90.00,   83.77,    4.16,   19.89,   18.04,   18.04,   22.12,   17.96,   20.07
27.66671,85.35001,2016,08,25,    2.28,   15.73,   77.85,   83.83,    6.93,   21.95,   17.67,   17.67,   25.97,   19.04,   22.32
27.66671,85.35001,2016,08,26,    9.64,   15.97,   84.27,   83.96,    5.03,   21.22,   17.95,   17.95,   24.13,   19.09,   21.29
27.66671,85.35001,2016,08,27,    0.31,   15.26,   79.76,   84.02,    6.93,   21.28,   17.29,   17.29,   25.06,   18.13,   21.47
27.66671,85.35001,2016,08,28,    1.28,   16.15,   84.09,   83.96,    6.46,   21.53,   18.18,   18.18,   25.11,   18.65,   21.51
27.66671,85.35001,2016,08,29,    5.24,   16.26,   88.00,   83.73,    5.72,   20.95,   18.39,   18.39,   23.91,   18.18,   20.83
27.66671,85.35001,2016,08,30,    6.05,   16.13,   86.65,   83.65,    5.49,   21.05,   18.17,   18.17,   24.13,   18.63,   20.94
27.66671,85.35001,2016,08,31,    7.89,   16.73,   89.69,   83.65,    5.76,   21.17,   18.81,   18.81,   24.22,   18.45,   20.96
27.66671,85.35001,2016,09,01,   12.32,   16.74,   89.92,   83.57,    4.87,   21.09,   18.85,   18.85,   23.84,   18.97,   20.92
27.66671,85.35001,2016,09,02,   10.99,   17.03,   92.27,   83.37,    5.57,   21.32,   19.09,   19.09,   23.75,   18.18,   20.74
27.66671,85.35001,2016,09,03,   12.59,   17.04,   94.99,   83.37,    3.92,   20.46,   19.06,   19.06,   22.63,   18.71,   20.27
27.66671,85.35001,2016,09,04,   12.09,   16.72,   91.93,   83.56,    5.03,   20.90,   18.82,   18.82,   23.47,   18.44,   20.54
27.66671,85.35001,2016,09,05,    4.12,   16.57,   90.99,   83.60,    6.11,   21.01,   18.66,   18.66,   23.80,   17.69,   20.57
27.66671,85.35001,2016,09,06,    4.66,   16.60,   91.13,   83.62,    6.15,   21.03,   18.62,   18.62,   24.11,   17.96,   20.58
27.66671,85.35001,2016,09,07,   13.80,   16.35,   92.27,   83.64,    4.58,   20.43,   18.36,   18.37,   22.63,   18.05,   20.14
27.66671,85.35001,2016,09,08,   14.08,   15.93,   91.08,   83.73,    5.31,   20.13,   18.03,   18.03,   22.81,   17.50,   19.94
27.66671,85.35001,2016,09,09,    5.50,   16.78,   90.40,   83.79,    5.88,   21.17,   18.88,   18.88,   24.14,   18.26,   20.92
27.66671,85.35001,2016,09,10,   21.79,   16.57,   95.18,   83.78,    3.90,   19.85,   18.70,   18.70,   21.91,   18.00,   19.87
27.66671,85.35001,2016,09,11,   21.98,   15.43,   93.21,   83.77,    3.89,   18.85,   17.43,   17.43,   21.34,   17.45,   19.08
27.66671,85.35001,2016,09,12,   24.03,   15.51,   92.24,   83.83,    4.98,   19.29,   17.50,   17.50,   22.11,   17.13,   19.34
27.66671,85.35001,2016,09,13,    2.74,   15.07,   91.86,   83.99,    3.12,   18.63,   17.20,   17.20,   20.67,   17.55,   18.98
27.66671,85.35001,2016,09,14,    3.48,   14.96,   85.15,   83.97,    6.52,   19.87,   16.96,   16.96,   23.86,   17.33,   20.08
27.66671,85.35001,2016,09,15,    1.28,   15.76,   90.50,   83.87,    6.41,   20.24,   17.87,   17.87,   23.37,   16.97,   19.91
27.66671,85.35001,2016,09,16,    6.17,   15.53,   88.12,   83.81,    5.70,   20.00,   17.48,   17.48,   23.41,   17.70,   20.08
27.66671,85.35001,2016,09,17,   17.05,   15.69,   91.65,   83.78,    5.84,   19.75,   17.70,   17.70,   22.71,   16.87,   19.61
27.66671,85.35001,2016,09,18,    8.03,   15.71,   93.37,   83.83,    4.60,   19.40,   17.76,   17.76,   21.97,   17.38,   19.34
27.66671,85.35001,2016,09,19,    3.13,   15.92,   92.80,   83.75,    5.54,   19.87,   17.95,   17.95,   22.74,   17.20,   19.64
27.66671,85.35001,2016,09,20,   13.96,   16.55,   94.33,   83.74,    5.64,   20.02,   18.56,   18.56,   23.24,   17.60,   19.99
27.66671,85.35001,2016,09,21,   11.17,   14.98,   93.94,   84.04,    3.88,   18.40,   16.98,   16.98,   20.74,   16.86,   18.53
27.66671,85.35001,2016,09,22,    1.28,   14.37,   88.42,   84.09,    6.53,   19.05,   16.45,   16.45,   22.37,   15.84,   18.85
27.66671,85.35001,2016,09,23,    2.66,   14.38,   89.13,   83.87,    5.93,   18.84,   16.30,   16.30,   22.01,   16.07,   18.69
27.66671,85.35001,2016,09,24,    6.55,   14.09,   91.96,   83.77,    3.41,   17.60,   15.90,   15.90,   19.75,   16.34,   17.84
27.66671,85.35001,2016,09,25,    8.36,   13.84,   90.19,   83.79,    5.34,   17.72,   15.77,   15.77,   20.84,   15.50,   17.88
27.66671,85.35001,2016,09,26,    1.34,   13.54,   87.43,   83.90,    5.96,   17.88,   15.51,   15.51,   21.36,   15.40,   18.05
27.66671,85.35001,2016,09,27,    3.80,   13.70,   83.76,   83.95,    7.61,   18.64,   15.63,   15.63,   23.02,   15.41,   18.92
27.66671,85.35001,2016,09,28,    1.28,   14.58,   89.15,   83.92,    7.00,   18.84,   16.57,   16.57,   22.82,   15.82,   18.92
27.66671,85.35001,2016,09,29,    2.41,   14.48,   85.40,   83.87,    6.37,   19.22,   16.41,   16.41,   23.18,   16.81,   19.48
27.66671,85.35001,2016,09,30,    2.04,   15.26,   89.80,   83.88,    5.91,   19.34,   17.32,   17.32,   22.74,   16.83,   19.51
27.66671,85.35001,2016,10,01,    5.59,   15.92,   95.24,   84.03,    4.06,   18.97,   18.05,   18.05,   21.56,   17.50,   19.28
27.66671,85.35001,2016,10,02,    5.65,   16.03,   91.74,   84.18,    5.38,   19.67,   18.16,   18.16,   23.16,   17.78,   20.02
27.66671,85.35001,2016,10,03,    7.18,   15.35,   88.58,   84.04,    6.04,   19.56,   17.30,   17.30,   23.34,   17.29,   19.87
27.66671,85.35001,2016,10,04,    8.48,   14.79,   87.28,   83.87,    5.21,   19.36,   16.83,   16.83,   22.46,   17.25,   19.47
27.66671,85.35001,2016,10,05,    4.62,   16.14,   94.41,   83.79,    5.79,   19.68,   18.23,   18.24,   22.94,   17.15,   19.58
27.66671,85.35001,2016,10,06,    3.09,   15.67,   91.21,   83.89,    5.51,   19.82,   17.76,   17.76,   22.91,   17.39,   19.69
27.66671,85.35001,2016,10,07,    2.45,   14.59,   86.13,   83.94,    6.25,   19.53,   16.75,   16.75,   23.06,   16.81,   19.49
27.66671,85.35001,2016,10,08,    5.11,   14.68,   89.75,   83.98,    6.73,   19.10,   16.68,   16.68,   22.41,   15.67,   18.92
27.66671,85.35001,2016,10,09,    8.47,   14.23,   89.63,   83.84,    5.45,   18.41,   16.18,   16.18,   21.50,   16.04,   18.43
27.66671,85.35001,2016,10,10,   10.43,   13.50,   87.02,   83.76,    7.85,   17.91,   15.08,   15.08,   22.35,   14.49,   18.05
27.66671,85.35001,2016,10,11,    2.43,   12.56,   84.84,   83.74,    5.40,   16.74,   13.87,   13.87,   20.67,   15.26,   17.32
27.66671,85.35001,2016,10,12,    0.05,   11.01,   73.83,   83.76,    8.05,   16.05,   11.61,   11.61,   22.12,   14.08,   17.45
27.66671,85.35001,2016,10,13,    0.05,   10.73,   72.56,   83.92,    7.72,   15.71,   11.00,   11.01,   21.85,   14.13,   17.34
27.66671,85.35001,2016,10,14,    1.06,   11.59,   79.29,   84.07,    6.70,   16.04,   12.75,   12.75,   21.07,   14.37,   17.18
27.66671,85.35001,2016,10,15,    0.01,   11.82,   81.96,   84.11,    7.17,   16.01,   13.30,   13.30,   21.05,   13.88,   16.97
27.66671,85.35001,2016,10,16,    0.00,   12.25,   83.99,   84.16,    6.17,   16.30,   13.88,   13.88,   21.00,   14.83,   17.16
27.66671,85.35001,2016,10,17,    2.51,   11.92,   80.62,   84.06,    6.65,   16.62,   13.57,   13.57,   21.43,   14.78,   17.36
27.66671,85.35001,2016,10,18,    4.95,   11.07,   77.05,   83.98,    7.61,   16.11,   12.47,   12.47,   21.32,   13.71,   16.90
27.66671,85.35001,2016,10,19,    0.40,   10.80,   78.10,   83.90,    6.81,   15.36,   12.12,   12.12,   20.47,   13.65,   16.29
27.66671,85.35001,2016,10,20,    0.00,   10.67,   77.42,   83.80,    7.25,   14.97,   11.83,   11.83,   20.54,   13.29,   16.21
27.66671,85.35001,2016,10,21,    0.00,   10.25,   74.44,   83.87,    7.93,   15.15,   11.21,   11.21,   20.92,   12.99,   16.21
27.66671,85.35001,2016,10,22,    0.00,   10.11,   73.52,   83.96,    7.46,   14.81,   10.75,   10.75,   20.46,   13.00,   16.21
27.66671,85.35001,2016,10,23,    0.00,    9.68,   71.98,   83.88,    8.12,   14.26,   10.21,   10.21,   20.40,   12.27,   15.86
27.66671,85.35001,2016,10,24,    0.00,    9.40,   70.15,   83.84,    8.16,   13.84,    9.76,    9.77,   20.34,   12.18,   15.79
27.66671,85.35001,2016,10,25,    0.00,    9.18,   68.15,   83.88,    8.09,   13.91,    9.28,    9.28,   20.64,   12.56,   15.88
27.66671,85.35001,2016,10,26,    0.00,    7.84,   61.36,   84.11,    8.09,   12.96,    6.24,    6.29,   20.04,   11.96,   15.13
27.66671,85.35001,2016,10,27,    0.00,    7.85,   60.56,   84.34,    8.14,   12.98,    5.93,    6.01,   20.13,   12.00,   15.38
27.66671,85.35001,2016,10,28,    0.00,    9.17,   71.87,   84.23,    7.65,   13.43,    9.30,    9.30,   19.56,   11.91,   15.11
27.66671,85.35001,2016,10,29,    0.00,    9.51,   77.42,   84.29,    7.57,   13.24,    9.99,    9.99,   19.13,   11.55,   14.53
27.66671,85.35001,2016,10,30,    0.00,    8.48,   69.85,   84.38,    8.22,   12.51,    7.83,    7.85,   19.22,   11.00,   14.36
27.66671,85.35001,2016,10,31,    0.00,    8.65,   68.00,   84.56,    8.86,   12.79,    8.41,    8.42,   20.21,   11.34,   15.12
27.66671,85.35001,2016,11,01,    0.00,    8.06,   62.16,   84.47,    8.71,   12.88,    7.02,    7.05,   20.39,   11.68,   15.41
27.66671,85.35001,2016,11,02,    0.00,    7.97,   60.90,   84.48,    8.46,   13.13,    6.70,    6.73,   20.54,   12.08,   15.55
27.66671,85.35001,2016,11,03,    0.00,    7.16,   56.37,   84.49,    8.96,   12.26,    4.90,    4.96,   20.18,   11.22,   15.10
27.66671,85.35001,2016,11,04,    0.00,    7.17,   58.13,   84.26,    7.87,   11.43,    4.73,    4.84,   19.49,   11.63,   14.60
27.66671,85.35001,2016,11,05,    0.00,    7.44,   61.26,   84.00,    8.36,   11.51,    5.65,    5.68,   19.47,   11.11,   14.31
27.66671,85.35001,2016,11,06,    0.00,    6.95,   58.23,   83.98,    8.90,   11.24,    4.60,    4.64,   19.09,   10.19,   14.04
27.66671,85.35001,2016,11,07,    0.00,    6.82,   60.82,   84.07,    7.96,   10.49,    4.13,    4.20,   18.09,   10.13,   13.10
27.66671,85.35001,2016,11,08,    0.00,    6.79,   58.49,   84.14,    9.90,   10.47,    4.38,    4.43,   18.72,    8.82,   13.66
27.66671,85.35001,2016,11,09,    0.00,    7.54,   61.98,   84.28,    8.84,   11.34,    6.18,    6.22,   19.65,   10.81,   14.40
27.66671,85.35001,2016,11,10,    0.00,    8.28,   68.86,   84.25,    8.78,   11.82,    7.79,    7.81,   19.53,   10.75,   14.20
27.66671,85.35001,2016,11,11,    0.00,    8.22,   66.95,   84.26,    8.42,   12.01,    7.99,    8.00,   19.63,   11.21,   14.53
27.66671,85.35001,2016,11,12,    0.00,    7.90,   66.33,   84.36,    8.33,   11.58,    7.17,    7.19,   19.34,   11.02,   14.08
27.66671,85.35001,2016,11,13,    0.00,    7.18,   62.06,   84.46,    8.56,   10.75,    5.24,    5.31,   19.13,   10.57,   13.65
27.66671,85.35001,2016,11,14,    0.00,    6.37,   56.49,   84.37,    8.58,    9.89,    3.31,    3.44,   18.65,   10.07,   13.25
27.66671,85.35001,2016,11,15,    0.00,    5.41,   48.59,   84.34,    9.05,    9.29,    0.97,    1.14,   18.70,    9.65,   13.06
27.66671,85.35001,2016,11,16,    0.00,    4.99,   45.03,   84.37,   10.12,    9.16,   -0.32,   -0.12,   19.11,    8.98,   13.01
27.66671,85.35001,2016,11,17,    0.00,    5.50,   49.29,   84.36,    9.86,    9.30,    1.36,    1.46,   18.94,    9.08,   13.11
27.66671,85.35001,2016,11,18,    0.00,    6.40,   56.60,   84.24,    8.07,    9.67,    3.90,    3.94,   18.29,   10.22,   13.27
27.66671,85.35001,2016,11,19,    0.00,    7.01,   62.17,   84.12,    8.29,   10.17,    5.42,    5.45,   18.11,    9.82,   13.21
27.66671,85.35001,2016,11,20,    0.00,    7.62,   67.26,   84.22,    8.15,   10.64,    6.71,    6.72,   18.33,   10.18,   13.29
27.66671,85.35001,2016,11,21,    0.00,    7.71,   68.21,   84.17,    9.06,   10.66,    6.68,    6.71,   18.72,    9.66,   13.25
27.66671,85.35001,2016,11,22,    0.00,    6.86,   60.59,   84.08,    9.00,   10.16,    4.98,    5.03,   18.76,    9.76,   13.27
27.66671,85.35001,2016,11,23,    0.00,    7.12,   62.79,   84.15,    8.28,   10.07,    5.42,    5.45,   18.39,   10.11,   13.29
27.66671,85.35001,2016,11,24,    0.00,    7.54,   66.40,   84.19,    7.71,   10.35,    6.13,    6.17,   18.23,   10.52,   13.31
27.66671,85.35001,2016,11,25,    0.00,    7.06,   63.37,   84.04,    8.90,    9.99,    5.18,    5.22,   18.45,    9.55,   13.01
27.66671,85.35001,2016,11,26,    0.00,    7.33,   66.45,   84.14,   10.10,   10.18,    5.64,    5.67,   18.75,    8.66,   12.87
27.66671,85.35001,2016,11,27,    0.00,    8.09,   73.21,   84.10,    8.30,   10.48,    7.14,    7.17,   17.97,    9.67,   12.88
27.66671,85.35001,2016,11,28,    0.00,    8.02,   73.70,   84.12,    8.29,   10.39,    6.95,    6.99,   17.70,    9.41,   12.65
27.66671,85.35001,2016,11,29,    0.00,    8.44,   76.06,   84.30,    8.70,   10.92,    7.77,    7.80,   18.04,    9.34,   12.97
27.66671,85.35001,2016,11,30,    0.00,    8.95,   80.13,   84.43,    7.39,   11.49,    9.13,    9.14,   17.65,   10.26,   13.08
27.66671,85.35001,2016,12,01,    0.00,    9.22,   83.09,   84.42,    7.38,   12.16,    9.64,    9.64,   17.62,   10.24,   12.99
27.66671,85.35001,2016,12,02,    0.00,    9.06,   84.06,   84.43,    7.32,   11.67,    9.12,    9.13,   16.98,    9.65,   12.54
27.66671,85.35001,2016,12,03,    0.00,    6.54,   63.94,   84.55,    9.70,    9.16,    3.41,    3.53,   17.73,    8.03,   11.79
27.66671,85.35001,2016,12,04,    0.00,    5.12,   49.31,   84.58,   11.90,    8.63,    0.75,    0.84,   18.64,    6.74,   12.03
27.66671,85.35001,2016,12,05,    0.00,    5.21,   47.69,   84.46,    8.77,    8.73,    1.43,    1.47,   18.55,    9.78,   12.78
27.66671,85.35001,2016,12,06,    0.00,    5.22,   45.68,   84.50,    8.98,    8.97,    1.36,    1.40,   19.03,   10.05,   13.48
27.66671,85.35001,2016,12,07,    0.00,    5.77,   49.67,   84.41,    9.82,    9.70,    2.34,    2.40,   19.72,    9.91,   13.73
27.66671,85.35001,2016,12,08,    0.00,    6.00,   53.17,   84.33,    9.11,    9.41,    3.09,    3.15,   18.75,    9.64,   13.26
27.66671,85.35001,2016,12,09,    0.00,    5.77,   54.35,   84.14,    9.60,    8.88,    2.49,    2.54,   18.70,    9.11,   12.30
27.66671,85.35001,2016,12,10,    0.00,    5.20,   50.34,   84.14,    9.84,    8.29,    0.99,    1.09,   18.07,    8.23,   11.89
27.66671,85.35001,2016,12,11,    0.00,    4.65,   45.38,   84.09,    9.82,    7.86,   -0.68,   -0.55,   17.91,    8.09,   11.76
27.66671,85.35001,2016,12,12,    0.00,    4.79,   48.57,   84.06,    9.98,    7.52,   -0.40,   -0.25,   17.65,    7.67,   11.17
27.66671,85.35001,2016,12,13,    0.00,    4.63,   46.39,   84.16,    9.54,    7.36,   -0.92,   -0.72,   17.54,    8.00,   11.37
27.66671,85.35001,2016,12,14,    0.00,    4.16,   42.56,   84.21,   10.66,    6.89,   -2.37,   -2.13,   17.88,    7.21,   11.07
27.66671,85.35001,2016,12,15,    0.00,    4.20,   43.99,   84.22,   11.40,    6.80,   -2.14,   -1.96,   17.40,    6.00,   10.71
27.66671,85.35001,2016,12,16,    0.00,    5.23,   50.87,   84.38,    9.45,    7.87,    1.20,    1.26,   17.49,    8.04,   11.87
27.66671,85.35001,2016,12,17,    0.00,    6.48,   60.65,   84.34,    9.07,    9.19,    4.19,    4.23,   18.35,    9.27,   12.43
27.66671,85.35001,2016,12,18,    0.00,    5.95,   57.30,   84.35,    8.80,    8.83,    3.11,    3.16,   17.82,    9.02,   11.99
27.66671,85.35001,2016,12,19,    0.00,    5.24,   52.72,   84.26,    9.38,    8.10,    1.45,    1.50,   17.42,    8.05,   11.33
27.66671,85.35001,2016,12,20,    0.00,    4.39,   44.48,   84.15,    9.62,    7.31,   -1.00,   -0.90,   17.27,    7.66,   11.21
27.66671,85.35001,2016,12,21,    0.00,    4.43,   42.79,   84.22,    9.84,    7.38,   -1.12,   -0.99,   18.15,    8.31,   11.92
27.66671,85.35001,2016,12,22,    0.00,    4.86,   46.58,   84.28,    8.92,    8.00,    0.37,    0.44,   17.96,    9.04,   12.06
27.66671,85.35001,2016,12,23,    0.00,    6.09,   59.57,   84.09,    9.17,    8.81,    3.31,    3.35,   17.51,    8.34,   11.71
27.66671,85.35001,2016,12,24,    0.00,    6.75,   66.50,   84.03,    9.02,    9.27,    5.15,    5.16,   17.26,    8.24,   11.59
27.66671,85.35001,2016,12,25,    0.00,    5.61,   58.93,   84.12,   10.89,    8.62,    1.99,    2.05,   16.76,    5.87,   10.64
27.66671,85.35001,2016,12,26,    0.00,    5.88,   66.74,   84.09,    6.94,    7.42,    2.56,    2.63,   13.93,    6.99,    9.48
27.66671,85.35001,2016,12,27,    0.00,    4.59,   50.38,   84.32,   11.55,    6.91,    0.16,   -0.95,   16.93,    5.37,   10.02
27.66671,85.35001,2016,12,28,    0.00,    4.32,   45.76,   84.27,    9.20,    6.83,   -1.16,   -1.10,   16.85,    7.64,   10.55
27.66671,85.35001,2016,12,29,    0.00,    4.94,   53.09,   84.35,    9.31,    7.15,    0.55,    0.61,   16.34,    7.03,   10.36
27.66671,85.35001,2016,12,30,    0.00,    5.80,   60.84,   84.38,    9.25,    8.09,    2.88,    2.90,   16.25,    7.00,   10.71
27.66671,85.35001,2016,12,31,    0.00,    5.50,   61.84,   84.33,    8.92,    7.64,    1.84,    1.87,   15.16,    6.24,    9.67
27.66671,85.35001,2017,01,01,    0.02,    5.54,   61.76,   84.36,    7.52,    7.98,    2.00,    2.02,   14.27,    6.75,    9.80
27.66671,85.35001,2017,01,02,    0.48,    4.96,   58.34,   84.36,    8.26,    6.94,    0.44,    0.47,   14.06,    5.80,    9.00
27.66671,85.35001,2017,01,03,    0.01,    4.80,   55.85,   84.31,    9.43,    6.90,   -0.26,   -0.19,   15.07,    5.64,    9.16
27.66671,85.35001,2017,01,04,    0.00,    4.48,   52.07,   84.16,    9.85,    6.54,   -1.10,   -0.99,   15.53,    5.68,    9.16
27.66671,85.35001,2017,01,05,    0.00,    4.39,   53.87,   84.08,    8.85,    6.00,   -0.97,   -0.93,   13.93,    5.08,    8.33
27.66671,85.35001,2017,01,06,    0.00,    4.49,   54.65,   84.08,    9.10,    6.18,   -0.69,   -0.65,   14.24,    5.13,    8.45
27.66671,85.35001,2017,01,07,    0.00,    3.86,   46.45,   83.96,   11.15,    6.21,   -3.00,   -2.89,   15.27,    4.11,    8.60
