-BEGIN HEADER-
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data 
Dates (month/day/year): 01/01/2013 through 12/31/2019 
Location: Latitude  27.6667   Longitude 85.35 
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = 1653.16 meters   Site = na 
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) 
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M_MAX MERRA2 1/2x1/2 Maximum Temperature at 2 Meters (C) 
PS MERRA2 1/2x1/2 Surface Pressure (kPa) 
T2M MERRA2 1/2x1/2 Temperature at 2 Meters (C) 
RH2M MERRA2 1/2x1/2 Relative Humidity at 2 Meters (%) 
T2MDEW MERRA2 1/2x1/2 Dew/Frost Point at 2 Meters (C) 
PRECTOT MERRA2 1/2x1/2 Precipitation (mm day-1) 
T2MWET MERRA2 1/2x1/2 Wet Bulb Temperature at 2 Meters (C) 
T2M_MIN MERRA2 1/2x1/2 Minimum Temperature at 2 Meters (C) 
T2M_RANGE MERRA2 1/2x1/2 Temperature Range at 2 Meters (C) 
QV2M MERRA2 1/2x1/2 Specific Humidity at 2 Meters (g/kg) 
TS MERRA2 1/2x1/2 Earth Skin Temperature (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,PRECTOT,QV2M,RH2M,PS,T2M_RANGE,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M
27.66671,85.35001,2014,02,15,    4.18,    6.19,   75.16,   83.85,   11.02,    8.97,    3.57,    3.58,   15.05,    4.03,    8.44
27.66671,85.35001,2014,02,16,    6.55,    5.33,   71.21,   83.81,   10.37,    6.95,    1.12,    1.15,   13.35,    2.97,    7.03
27.66671,85.35001,2014,02,17,    0.12,    4.43,   58.83,   83.85,   12.52,    6.01,   -1.43,   -1.33,   14.29,    1.77,    7.15
27.66671,85.35001,2014,02,18,    0.08,    3.36,   42.17,   84.23,   16.48,    6.37,   -5.09,   -4.85,   16.60,    0.12,    8.03
27.66671,85.35001,2014,02,19,    0.00,    4.03,   43.57,   84.26,   10.92,    7.88,   -2.19,   -2.08,   16.71,    5.79,   10.23
27.66671,85.35001,2014,02,20,    0.00,    4.22,   42.80,   84.13,   10.71,    9.44,   -1.50,   -1.43,   17.88,    7.17,   11.17
27.66671,85.35001,2014,02,21,    0.02,    3.86,   38.07,   84.23,   11.80,    9.75,   -2.91,   -2.76,   18.85,    7.05,   11.63
27.66671,85.35001,2014,02,22,    0.10,    5.49,   56.75,   84.36,    9.05,   10.93,    2.05,    2.07,   16.88,    7.83,   10.92
27.66671,85.35001,2014,02,23,    0.08,    5.79,   57.88,   84.38,   11.68,   10.79,    2.48,    2.54,   18.34,    6.67,   11.44
27.66671,85.35001,2014,02,24,    0.00,    5.74,   56.96,   84.36,   13.07,   10.66,    2.27,    2.32,   18.76,    5.69,   11.56
27.66671,85.35001,2014,02,25,    0.01,    5.58,   52.79,   84.43,    9.86,   10.67,    2.17,    2.23,   18.57,    8.72,   12.29
27.66671,85.35001,2014,02,26,    0.83,    5.13,   51.90,   84.25,    6.74,    9.23,    0.98,    1.03,   15.13,    8.39,   11.23
27.66671,85.35001,2014,02,27,    0.56,    5.76,   62.74,   84.25,    5.45,    8.90,    2.69,    2.70,   13.68,    8.24,   10.11
27.66671,85.35001,2014,02,28,    0.19,    5.86,   62.48,   84.19,    8.23,    9.52,    2.88,    2.89,   15.67,    7.44,   10.43
27.66671,85.35001,2014,03,01,    0.94,    6.68,   70.18,   84.20,    9.19,   10.90,    4.65,    4.66,   15.92,    6.72,   10.64
27.66671,85.35001,2014,03,02,    1.00,    5.81,   60.59,   84.14,   11.50,   10.72,    2.10,    2.17,   17.40,    5.90,   10.76
27.66671,85.35001,2014,03,03,    0.07,    5.59,   56.48,   84.18,   11.34,   10.47,    1.91,    1.98,   17.85,    6.51,   11.25
27.66671,85.35001,2014,03,04,    0.00,    4.70,   46.71,   84.23,   11.36,   10.41,   -0.15,   -0.08,   18.21,    6.85,   11.49
27.66671,85.35001,2014,03,05,    0.00,    4.54,   45.32,   84.16,   10.42,   11.05,   -0.37,   -0.33,   17.53,    7.11,   11.44
27.66671,85.35001,2014,03,06,    0.00,    4.88,   49.31,   84.12,   11.27,   10.78,    0.47,    0.51,   17.64,    6.37,   11.24
27.66671,85.35001,2014,03,07,    0.34,    4.31,   44.41,   84.19,   12.90,   10.59,   -1.10,   -1.05,   18.32,    5.42,   10.96
27.66671,85.35001,2014,03,08,    0.00,    4.07,   39.12,   84.29,   11.84,   10.69,   -1.88,   -1.82,   18.94,    7.09,   12.02
27.66671,85.35001,2014,03,09,    0.00,    4.58,   41.66,   84.27,   11.24,   11.77,   -0.23,   -0.19,   19.60,    8.36,   12.85
27.66671,85.35001,2014,03,10,    0.00,    4.66,   43.46,   84.28,   11.87,   11.70,   -0.14,   -0.09,   18.94,    7.07,   12.47
27.66671,85.35001,2014,03,11,    0.00,    4.69,   41.89,   84.29,   11.89,   12.03,   -0.10,   -0.04,   19.81,    7.93,   13.13
27.66671,85.35001,2014,03,12,    0.00,    4.97,   41.13,   84.27,   11.72,   13.23,    0.66,    0.70,   20.93,    9.22,   14.30
27.66671,85.35001,2014,03,13,    0.00,    5.29,   42.33,   84.19,   14.06,   14.36,    1.57,    1.62,   22.39,    8.34,   14.82
27.66671,85.35001,2014,03,14,    0.00,    5.45,   42.91,   84.21,   11.46,   14.28,    2.17,    2.20,   21.84,   10.38,   15.05
27.66671,85.35001,2014,03,15,    0.00,    4.66,   35.38,   84.37,   12.31,   14.40,   -0.03,    0.03,   22.90,   10.60,   15.66
27.66671,85.35001,2014,03,16,    0.00,    5.46,   40.03,   84.42,   11.97,   15.14,    2.12,    2.15,   23.14,   11.17,   16.20
27.66671,85.35001,2014,03,17,    0.00,    6.68,   47.91,   84.32,   11.76,   16.11,    4.96,    4.97,   23.14,   11.38,   16.53
27.66671,85.35001,2014,03,18,    0.00,    7.17,   50.02,   84.28,   11.81,   16.97,    6.11,    6.12,   23.62,   11.81,   16.95
27.66671,85.35001,2014,03,19,    0.00,    6.31,   47.08,   84.02,   10.96,   15.91,    4.21,    4.23,   22.24,   11.28,   15.86
27.66671,85.35001,2014,03,20,    0.03,    4.83,   40.59,   83.94,   12.13,   13.93,    0.35,    0.40,   20.43,    8.29,   14.01
27.66671,85.35001,2014,03,21,    2.21,    5.31,   44.05,   83.92,   11.32,   13.43,    1.73,    1.76,   20.75,    9.43,   14.21
27.66671,85.35001,2014,03,22,   12.30,    6.04,   50.27,   83.83,   10.75,   13.53,    3.56,    3.57,   19.75,    9.00,   14.13
27.66671,85.35001,2014,03,23,    0.41,    5.98,   50.25,   84.04,   12.11,   13.99,    3.52,    3.53,   20.19,    8.08,   14.01
27.66671,85.35001,2014,03,24,    0.54,    5.98,   47.19,   84.16,   10.77,   14.64,    3.57,    3.58,   21.09,   10.32,   15.03
27.66671,85.35001,2014,03,25,    1.14,    6.21,   47.18,   84.10,   12.35,   15.35,    4.07,    4.07,   22.18,    9.82,   15.59
27.66671,85.35001,2014,03,26,    0.77,    5.91,   41.63,   84.03,   14.52,   16.30,    3.23,    3.24,   24.10,    9.58,   16.77
27.66671,85.35001,2014,03,27,    0.04,    6.25,   39.61,   84.03,   12.80,   18.04,    4.20,    4.21,   25.58,   12.78,   18.45
27.66671,85.35001,2014,03,28,    0.00,    6.61,   39.97,   83.91,   11.95,   18.90,    4.98,    4.98,   26.17,   14.22,   19.18
27.66671,85.35001,2014,03,29,    0.00,    6.30,   36.64,   83.78,   14.02,   19.36,    4.24,    4.25,   27.42,   13.40,   19.78
27.66671,85.35001,2014,03,30,    0.00,    5.53,   32.95,   83.69,   12.95,   18.71,    2.29,    2.32,   26.78,   13.83,   19.37
27.66671,85.35001,2014,03,31,    0.00,    4.24,   28.57,   83.67,   12.91,   16.93,   -1.48,   -1.38,   24.23,   11.33,   17.43
27.66671,85.35001,2014,04,01,    0.00,    4.07,   28.27,   83.66,   13.37,   16.46,   -1.79,   -1.71,   24.26,   10.89,   16.96
27.66671,85.35001,2014,04,02,    0.00,    3.77,   26.57,   83.73,   13.71,   16.06,   -2.78,   -2.69,   24.02,   10.31,   16.73
27.66671,85.35001,2014,04,03,    1.07,    5.06,   35.91,   83.93,   14.07,   16.68,    0.87,    0.91,   24.71,   10.63,   16.64
27.66671,85.35001,2014,04,04,    0.03,    6.14,   39.12,   83.97,   11.83,   18.32,    3.91,    3.92,   25.09,   13.27,   18.36
27.66671,85.35001,2014,04,05,    0.00,    6.72,   42.58,   83.95,   10.68,   18.61,    5.25,    5.26,   23.99,   13.30,   18.44
27.66671,85.35001,2014,04,06,    0.13,    7.26,   45.03,   84.09,   11.80,   19.09,    6.38,    6.39,   25.00,   13.20,   18.78
27.66671,85.35001,2014,04,07,    3.38,    7.96,   47.94,   84.04,   12.32,   19.43,    7.58,    7.59,   25.61,   13.30,   19.25
27.66671,85.35001,2014,04,08,    4.26,    6.41,   37.59,   83.88,   14.93,   19.73,    4.14,    4.17,   27.23,   12.30,   19.66
27.66671,85.35001,2014,04,09,    0.66,    5.32,   32.89,   83.96,   14.92,   18.87,    1.84,    1.87,   26.66,   11.74,   18.83
27.66671,85.35001,2014,04,10,    0.00,    4.25,   26.99,   84.03,   12.86,   17.87,   -1.20,   -1.13,   25.54,   12.68,   18.44
27.66671,85.35001,2014,04,11,    0.00,    3.93,   25.51,   84.02,   12.93,   17.51,   -2.23,   -2.14,   24.99,   12.06,   18.07
27.66671,85.35001,2014,04,12,    0.00,    4.16,   27.59,   84.00,   14.06,   17.56,   -1.47,   -1.40,   24.79,   10.73,   17.72
27.66671,85.35001,2014,04,13,    0.01,    4.94,   33.68,   84.16,   13.70,   17.83,    0.87,    0.90,   24.41,   10.71,   17.31
27.66671,85.35001,2014,04,14,    0.01,    6.00,   40.02,   84.23,   12.23,   18.56,    3.66,    3.67,   24.75,   12.52,   17.66
27.66671,85.35001,2014,04,15,    0.00,    6.29,   38.53,   84.11,   13.56,   19.77,    4.33,    4.34,   25.86,   12.30,   18.99
27.66671,85.35001,2014,04,16,    0.01,    6.33,   36.53,   83.94,   12.09,   20.57,    4.43,    4.44,   26.48,   14.39,   19.93
27.66671,85.35001,2014,04,17,    0.01,    5.99,   34.20,   83.86,   13.24,   20.73,    3.62,    3.64,   27.30,   14.06,   20.10
27.66671,85.35001,2014,04,18,    0.17,    5.59,   31.45,   84.13,   14.80,   21.17,    2.57,    2.60,   27.84,   13.04,   20.39
27.66671,85.35001,2014,04,19,    0.00,    6.68,   36.53,   84.11,   11.72,   21.66,    5.20,    5.21,   27.55,   15.83,   20.82
27.66671,85.35001,2014,04,20,    0.00,    5.84,   33.85,   84.02,   14.43,   20.67,    3.05,    3.08,   27.24,   12.81,   19.87
27.66671,85.35001,2014,04,21,    0.00,    4.58,   26.30,   84.07,   15.07,   20.31,   -0.18,   -0.12,   27.94,   12.87,   20.06
27.66671,85.35001,2014,04,22,    0.00,    4.20,   22.99,   84.21,   14.99,   20.91,   -1.24,   -1.17,   28.64,   13.65,   20.87
27.66671,85.35001,2014,04,23,    0.00,    4.48,   23.71,   84.00,   14.76,   21.33,   -0.58,   -0.51,   29.21,   14.45,   21.37
27.66671,85.35001,2014,04,24,    0.03,    6.19,   33.18,   83.79,   13.91,   22.07,    4.05,    4.07,   28.10,   14.19,   21.09
27.66671,85.35001,2014,04,25,    1.13,    6.04,   30.11,   83.84,   13.11,   22.64,    3.70,    3.72,   29.05,   15.94,   22.30
27.66671,85.35001,2014,04,26,    0.03,    5.86,   28.82,   83.92,   13.21,   23.17,    3.37,    3.38,   29.22,   16.01,   22.54
27.66671,85.35001,2014,04,27,    1.63,    6.19,   31.37,   84.01,   14.02,   23.01,    4.07,    4.08,   28.85,   14.82,   22.05
27.66671,85.35001,2014,04,28,    0.16,    5.01,   25.52,   83.94,   14.02,   22.25,    1.00,    1.05,   29.13,   15.12,   21.98
27.66671,85.35001,2014,04,29,    0.00,    4.62,   23.02,   83.96,   14.82,   22.40,    0.01,    0.06,   29.56,   14.74,   22.34
27.66671,85.35001,2014,04,30,    0.05,    5.45,   26.84,   83.99,   14.09,   22.93,    2.27,    2.30,   29.57,   15.48,   22.54
27.66671,85.35001,2014,05,01,    5.65,    7.30,   36.43,   83.87,   12.73,   23.02,    6.24,    6.25,   28.96,   16.23,   22.28
27.66671,85.35001,2014,05,02,   22.16,    9.54,   53.90,   83.90,    8.89,   20.41,   10.08,   10.09,   25.01,   16.12,   20.23
27.66671,85.35001,2014,05,03,    3.22,    9.72,   57.88,   83.92,    8.95,   20.29,   10.49,   10.50,   23.92,   14.97,   19.38
27.66671,85.35001,2014,05,04,   18.95,   10.58,   66.17,   83.89,    8.40,   19.29,   11.74,   11.74,   23.31,   14.91,   18.58
27.66671,85.35001,2014,05,05,    5.77,   10.11,   62.55,   84.02,   11.22,   19.66,   11.10,   11.10,   24.72,   13.50,   18.79
27.66671,85.35001,2014,05,06,    2.02,    9.87,   60.19,   84.04,   10.93,   20.25,   10.83,   10.83,   24.32,   13.39,   19.03
27.66671,85.35001,2014,05,07,    0.04,    9.62,   53.43,   83.81,   11.14,   21.74,   10.45,   10.45,   25.97,   14.83,   20.50
27.66671,85.35001,2014,05,08,    0.47,    9.73,   52.01,   83.57,    9.48,   21.65,   10.60,   10.60,   25.75,   16.27,   21.06
27.66671,85.35001,2014,05,09,    0.88,    7.88,   38.63,   83.39,   13.73,   22.86,    7.33,    7.34,   29.41,   15.68,   22.48
27.66671,85.35001,2014,05,10,    0.01,    5.89,   27.15,   83.49,   13.13,   22.97,    3.24,    3.26,   30.43,   17.30,   23.52
27.66671,85.35001,2014,05,11,    0.00,    6.64,   31.45,   83.63,   14.53,   23.37,    4.90,    4.92,   30.07,   15.53,   23.10
27.66671,85.35001,2014,05,12,    0.02,    7.24,   34.48,   83.77,   10.72,   23.65,    6.23,    6.23,   28.97,   18.25,   23.03
27.66671,85.35001,2014,05,13,    1.01,    7.49,   36.88,   83.83,   12.07,   23.32,    6.62,    6.63,   28.48,   16.41,   22.48
27.66671,85.35001,2014,05,14,    0.01,    6.87,   34.34,   83.66,   13.50,   23.00,    5.33,    5.35,   29.02,   15.52,   22.22
27.66671,85.35001,2014,05,15,    0.02,    7.69,   38.98,   83.53,   12.04,   23.03,    7.10,    7.11,   28.08,   16.04,   21.95
27.66671,85.35001,2014,05,16,    0.00,    6.68,   33.58,   83.63,   13.32,   23.04,    5.13,    5.14,   28.69,   15.37,   22.13
27.66671,85.35001,2014,05,17,    0.01,    7.30,   34.59,   83.84,   12.55,   23.57,    6.44,    6.44,   29.42,   16.87,   23.13
27.66671,85.35001,2014,05,18,    0.00,    8.27,   37.65,   83.84,   12.61,   24.76,    8.25,    8.25,   30.02,   17.41,   23.79
27.66671,85.35001,2014,05,19,    0.44,    7.94,   34.40,   83.89,   13.40,   25.55,    7.62,    7.63,   31.12,   17.72,   24.61
27.66671,85.35001,2014,05,20,    0.01,    6.89,   30.96,   83.83,   13.30,   24.76,    5.54,    5.55,   30.47,   17.17,   24.01
27.66671,85.35001,2014,05,21,    0.00,    6.07,   27.90,   83.61,   15.13,   24.42,    3.59,    3.61,   31.13,   16.00,   23.60
27.66671,85.35001,2014,05,22,    0.01,    6.14,   27.87,   83.48,   13.81,   24.25,    3.83,    3.84,   30.36,   16.55,   23.79
27.66671,85.35001,2014,05,23,    0.38,    6.74,   30.22,   83.65,   13.80,   24.73,    5.22,    5.23,   30.92,   17.13,   24.02
27.66671,85.35001,2014,05,24,    2.88,    9.70,   46.91,   83.93,   11.11,   24.37,   10.34,   10.34,   28.18,   17.06,   22.79
27.66671,85.35001,2014,05,25,    9.40,   12.19,   61.48,   84.09,    9.13,   23.86,   13.81,   13.81,   26.48,   17.35,   22.09
27.66671,85.35001,2014,05,26,   37.82,   13.20,   73.92,   84.17,    6.41,   21.27,   14.90,   14.90,   24.28,   17.86,   20.40
27.66671,85.35001,2014,05,27,    6.79,   12.86,   75.61,   83.96,    7.41,   20.64,   14.66,   14.66,   23.67,   16.26,   19.57
27.66671,85.35001,2014,05,28,    4.50,   13.05,   71.44,   83.79,    9.75,   22.54,   14.87,   14.87,   25.97,   16.22,   20.69
27.66671,85.35001,2014,05,29,    1.22,   12.18,   67.11,   83.75,   10.02,   22.11,   13.90,   13.90,   25.50,   15.48,   20.59
27.66671,85.35001,2014,05,30,    2.86,   11.55,   55.96,   83.65,   11.63,   23.75,   13.02,   13.02,   28.54,   16.91,   22.68
27.66671,85.35001,2014,05,31,    8.71,   12.35,   62.55,   83.68,   10.20,   22.75,   13.99,   13.99,   27.25,   17.05,   21.94
27.66671,85.35001,2014,06,01,    0.79,   13.13,   64.35,   83.82,   10.15,   23.89,   15.05,   15.05,   27.62,   17.48,   22.50
27.66671,85.35001,2014,06,02,    0.22,   13.08,   63.03,   83.86,   10.19,   24.52,   15.03,   15.03,   27.90,   17.71,   22.79
27.66671,85.35001,2014,06,03,    4.07,   11.70,   53.77,   83.67,   10.80,   24.56,   13.32,   13.32,   28.97,   18.17,   23.55
27.66671,85.35001,2014,06,04,    2.39,   10.11,   45.07,   83.57,   10.94,   24.58,   11.11,   11.12,   29.67,   18.74,   24.05
27.66671,85.35001,2014,06,05,    6.10,    9.92,   43.31,   83.50,   11.36,   24.74,   10.78,   10.79,   30.13,   18.77,   24.39
27.66671,85.35001,2014,06,06,    1.54,   11.46,   48.98,   83.38,   10.55,   25.41,   12.96,   12.96,   30.14,   19.59,   24.71
27.66671,85.35001,2014,06,07,    5.98,   13.68,   60.90,   83.30,    9.24,   24.95,   15.59,   15.59,   28.99,   19.76,   23.99
27.66671,85.35001,2014,06,08,    3.15,   13.03,   57.28,   83.22,   10.88,   25.36,   14.82,   14.82,   29.64,   18.76,   24.18
27.66671,85.35001,2014,06,09,    4.78,   11.55,   51.58,   83.24,   10.67,   24.63,   13.03,   13.03,   29.50,   18.83,   23.94
27.66671,85.35001,2014,06,10,   13.27,   11.93,   54.07,   83.30,   10.62,   24.05,   13.37,   13.37,   29.41,   18.79,   23.71
27.66671,85.35001,2014,06,11,    2.63,   11.75,   53.57,   83.28,   11.24,   24.22,   13.22,   13.22,   29.26,   18.03,   23.61
27.66671,85.35001,2014,06,12,    0.69,    9.79,   45.31,   83.19,   11.59,   23.98,   10.54,   10.54,   28.94,   17.35,   23.37
27.66671,85.35001,2014,06,13,    1.58,    9.86,   43.17,   83.15,   10.22,   25.06,   10.56,   10.56,   29.90,   19.69,   24.27
27.66671,85.35001,2014,06,14,    8.75,   11.61,   54.46,   83.28,   10.40,   24.20,   13.06,   13.06,   28.28,   17.88,   23.13
27.66671,85.35001,2014,06,15,    9.60,   13.01,   62.39,   83.39,    9.82,   23.80,   14.87,   14.87,   27.45,   17.63,   22.79
27.66671,85.35001,2014,06,16,    6.30,   13.90,   62.02,   83.35,   10.22,   25.10,   15.80,   15.80,   29.21,   18.99,   23.96
27.66671,85.35001,2014,06,17,   17.19,   15.83,   81.00,   83.38,    6.15,   22.87,   17.91,   17.91,   25.15,   19.00,   21.68
27.66671,85.35001,2014,06,18,    4.35,   15.49,   73.68,   83.23,    8.04,   24.03,   17.60,   17.60,   27.35,   19.31,   22.86
27.66671,85.35001,2014,06,19,    4.91,   16.17,   77.17,   83.08,    8.65,   24.22,   18.25,   18.25,   27.26,   18.60,   22.77
27.66671,85.35001,2014,06,20,    9.60,   16.65,   76.60,   83.00,    8.42,   24.74,   18.71,   18.71,   28.03,   19.61,   23.36
27.66671,85.35001,2014,06,21,   24.34,   16.81,   80.91,   83.13,    7.36,   23.78,   18.85,   18.85,   26.74,   19.38,   22.63
27.66671,85.35001,2014,06,22,   20.41,   16.40,   80.63,   83.20,    7.57,   23.29,   18.46,   18.46,   26.28,   18.72,   22.29
27.66671,85.35001,2014,06,23,    7.74,   15.05,   70.61,   83.22,    8.60,   23.95,   17.11,   17.12,   27.55,   18.95,   23.09
27.66671,85.35001,2014,06,24,    1.26,   14.70,   69.18,   83.18,    8.31,   24.02,   16.72,   16.72,   27.01,   18.70,   23.03
27.66671,85.35001,2014,06,25,    2.41,   14.52,   69.17,   83.34,    7.77,   23.68,   16.61,   16.61,   26.76,   19.00,   22.87
27.66671,85.35001,2014,06,26,    1.95,   14.56,   67.94,   83.59,    7.70,   24.02,   16.67,   16.67,   27.23,   19.53,   23.25
27.66671,85.35001,2014,06,27,    5.62,   15.24,   69.92,   83.73,    8.96,   24.61,   17.44,   17.44,   28.27,   19.31,   23.55
27.66671,85.35001,2014,06,28,   16.61,   16.56,   79.64,   83.61,    7.25,   23.67,   18.71,   18.71,   26.65,   19.40,   22.74
27.66671,85.35001,2014,06,29,   27.90,   16.24,   77.17,   83.40,    6.80,   23.40,   18.41,   18.41,   26.55,   19.75,   22.90
27.66671,85.35001,2014,06,30,   18.87,   15.92,   77.57,   83.40,    6.34,   22.93,   18.04,   18.04,   25.91,   19.57,   22.49
27.66671,85.35001,2014,07,01,   36.43,   15.85,   82.69,   83.60,    4.61,   21.52,   18.01,   18.01,   23.89,   19.28,   21.40
27.66671,85.35001,2014,07,02,    3.47,   15.78,   81.88,   83.59,    6.44,   22.07,   17.91,   17.91,   24.69,   18.25,   21.50
27.66671,85.35001,2014,07,03,    5.75,   16.33,   81.32,   83.27,    7.52,   22.65,   18.35,   18.35,   25.94,   18.42,   22.10
27.66671,85.35001,2014,07,04,   16.83,   17.17,   90.87,   83.27,    5.50,   21.90,   19.19,   19.19,   23.98,   18.48,   21.10
27.66671,85.35001,2014,07,05,    4.26,   17.00,   91.69,   83.46,    3.70,   20.87,   19.00,   19.00,   22.93,   19.23,   20.83
27.66671,85.35001,2014,07,06,    9.27,   16.79,   87.88,   83.61,    5.12,   21.63,   18.84,   18.84,   24.14,   19.02,   21.35
27.66671,85.35001,2014,07,07,    5.91,   17.19,   90.12,   83.48,    5.11,   21.64,   19.14,   19.14,   24.10,   18.99,   21.29
27.66671,85.35001,2014,07,08,    4.81,   17.50,   87.44,   83.27,    6.70,   22.71,   19.36,   19.36,   25.62,   18.92,   22.03
27.66671,85.35001,2014,07,09,    9.99,   17.03,   86.51,   83.32,    5.31,   22.03,   19.10,   19.10,   24.46,   19.14,   21.78
27.66671,85.35001,2014,07,10,   15.92,   16.70,   84.38,   83.37,    6.20,   21.95,   18.76,   18.76,   25.15,   18.96,   21.88
27.66671,85.35001,2014,07,11,    8.18,   17.25,   88.55,   83.41,    4.99,   21.86,   19.30,   19.30,   24.54,   19.54,   21.62
27.66671,85.35001,2014,07,12,    0.34,   17.26,   85.41,   83.38,    5.60,   22.45,   19.17,   19.17,   25.18,   19.58,   22.22
27.66671,85.35001,2014,07,13,    1.54,   17.90,   87.26,   83.48,    5.27,   22.91,   19.80,   19.80,   25.37,   20.11,   22.48
27.66671,85.35001,2014,07,14,   11.98,   17.72,   88.39,   83.42,    6.26,   22.90,   19.74,   19.74,   25.32,   19.06,   22.10
27.66671,85.35001,2014,07,15,   17.84,   17.66,   94.35,   83.41,    3.22,   21.26,   19.59,   19.59,   22.71,   19.50,   20.96
27.66671,85.35001,2014,07,16,    8.15,   16.75,   88.69,   83.46,    4.83,   21.37,   18.72,   18.72,   23.80,   18.97,   21.13
27.66671,85.35001,2014,07,17,   11.44,   17.64,   90.24,   83.32,    5.84,   22.13,   19.53,   19.53,   24.97,   19.14,   21.66
27.66671,85.35001,2014,07,18,    6.48,   17.18,   89.35,   83.27,    6.06,   21.95,   19.12,   19.12,   24.51,   18.45,   21.38
27.66671,85.35001,2014,07,19,   14.81,   17.65,   90.37,   83.22,    6.65,   22.30,   19.60,   19.60,   25.02,   18.37,   21.62
27.66671,85.35001,2014,07,20,   10.49,   17.60,   86.77,   83.24,    6.33,   23.03,   19.59,   19.59,   25.71,   19.38,   22.25
27.66671,85.35001,2014,07,21,   13.21,   17.40,   86.07,   83.19,    5.36,   22.46,   19.30,   19.30,   25.19,   19.83,   22.19
27.66671,85.35001,2014,07,22,    8.30,   17.14,   87.31,   83.35,    6.87,   22.23,   19.15,   19.15,   25.43,   18.55,   21.74
27.66671,85.35001,2014,07,23,   16.67,   16.51,   90.86,   83.48,    5.14,   20.76,   18.56,   18.56,   23.29,   18.15,   20.51
27.66671,85.35001,2014,07,24,   19.82,   16.64,   91.21,   83.50,    5.26,   21.00,   18.66,   18.66,   23.63,   18.37,   20.58
27.66671,85.35001,2014,07,25,   10.88,   16.74,   88.44,   83.57,    6.44,   21.82,   18.78,   18.78,   24.58,   18.14,   21.18
27.66671,85.35001,2014,07,26,    7.40,   16.65,   88.19,   83.76,    5.64,   21.61,   18.79,   18.79,   24.27,   18.62,   21.19
27.66671,85.35001,2014,07,27,    2.80,   16.98,   88.35,   83.75,    6.08,   22.12,   19.05,   19.05,   24.69,   18.61,   21.47
27.66671,85.35001,2014,07,28,    6.86,   16.32,   87.29,   83.57,    5.47,   21.38,   18.36,   18.36,   24.00,   18.54,   20.99
27.66671,85.35001,2014,07,29,    6.87,   16.93,   89.11,   83.50,    6.30,   21.74,   18.97,   18.97,   24.46,   18.16,   21.23
27.66671,85.35001,2014,07,30,    8.15,   17.33,   90.86,   83.56,    5.33,   21.68,   19.34,   19.34,   24.15,   18.82,   21.30
27.66671,85.35001,2014,07,31,    3.79,   17.65,   91.16,   83.56,    5.32,   21.94,   19.65,   19.66,   24.47,   19.15,   21.55
27.66671,85.35001,2014,08,01,    2.07,   17.19,   90.28,   83.45,    4.97,   21.60,   19.20,   19.20,   23.78,   18.81,   21.26
27.66671,85.35001,2014,08,02,    5.60,   17.72,   90.53,   83.30,    5.14,   22.08,   19.68,   19.68,   24.58,   19.44,   21.68
27.66671,85.35001,2014,08,03,   11.72,   17.20,   88.14,   83.25,    5.87,   21.98,   19.12,   19.13,   24.70,   18.83,   21.62
27.66671,85.35001,2014,08,04,   21.17,   16.93,   84.74,   83.24,    6.16,   22.40,   18.90,   18.90,   25.45,   19.29,   22.00
27.66671,85.35001,2014,08,05,    0.27,   17.16,   87.93,   83.31,    5.98,   21.86,   19.17,   19.17,   24.91,   18.92,   21.63
27.66671,85.35001,2014,08,06,    0.22,   16.89,   86.90,   83.40,    6.90,   22.06,   18.88,   18.88,   25.10,   18.20,   21.59
27.66671,85.35001,2014,08,07,    4.16,   17.21,   91.98,   83.39,    4.88,   21.24,   19.28,   19.28,   23.75,   18.87,   20.96
27.66671,85.35001,2014,08,08,   13.93,   16.86,   88.38,   83.41,    6.27,   21.67,   18.86,   18.86,   24.55,   18.29,   21.28
27.66671,85.35001,2014,08,09,    6.53,   17.45,   88.96,   83.55,    6.16,   22.31,   19.47,   19.47,   24.86,   18.70,   21.76
27.66671,85.35001,2014,08,10,    5.48,   17.92,   91.00,   83.59,    5.20,   22.33,   19.92,   19.92,   24.76,   19.56,   21.82
27.66671,85.35001,2014,08,11,    5.21,   17.87,   92.49,   83.51,    5.31,   21.99,   19.93,   19.93,   24.46,   19.16,   21.50
27.66671,85.35001,2014,08,12,    9.55,   17.95,   91.33,   83.33,    5.75,   22.11,   19.90,   19.90,   24.99,   19.24,   21.75
27.66671,85.35001,2014,08,13,   13.04,   18.63,   95.96,   83.22,    4.06,   21.83,   20.53,   20.53,   23.71,   19.64,   21.51
27.66671,85.35001,2014,08,14,   42.42,   18.04,   98.34,   83.32,    2.75,   20.74,   19.97,   19.97,   21.97,   19.22,   20.61
27.66671,85.35001,2014,08,15,   26.34,   15.90,   94.31,   83.55,    3.16,   19.39,   17.98,   17.98,   20.88,   17.72,   19.32
27.66671,85.35001,2014,08,16,    1.73,   15.38,   88.24,   83.62,    5.59,   20.23,   17.47,   17.47,   22.83,   17.24,   19.87
