-BEGIN HEADER-
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data 
Dates (month/day/year): 01/01/2013 through 12/31/2019 
Location: Latitude  27.6667   Longitude 85.35 
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = 1653.16 meters   Site = na 
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) 
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
WS50M_MAX MERRA2 1/2x1/2 Maximum Wind Speed at 50 Meters (m/s) 
WS10M_MIN MERRA2 1/2x1/2 Minimum Wind Speed at 10 Meters (m/s) 
WS50M_RANGE MERRA2 1/2x1/2 Wind Speed Range at 50 Meters (m/s) 
WS10M_MAX MERRA2 1/2x1/2 Maximum Wind Speed at 10 Meters (m/s) 
WS50M MERRA2 1/2x1/2 Wind Speed at 50 Meters (m/s) 
WS10M_RANGE MERRA2 1/2x1/2 Wind Speed Range at 10 Meters (m/s) 
WS10M MERRA2 1/2x1/2 Wind Speed at 10 Meters (m/s) 
WS50M_MIN MERRA2 1/2x1/2 Minimum Wind Speed at 50 Meters (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS50M_RANGE,WS10M_RANGE,WS50M_MIN,WS10M_MIN,WS50M_MAX,WS10M_MAX,WS50M,WS10M
27.66671,85.35001,2016,07,10,    4.96,    5.19,    0.12,    0.06,    5.09,    5.25,    2.43,    2.31
27.66671,85.35001,2016,07,11,    1.61,    1.93,    0.35,    0.52,    1.95,    2.45,    1.21,    1.12
27.66671,85.35001,2016,07,12,    4.86,    5.16,    0.71,    0.43,    5.57,    5.59,    2.66,    2.41
27.66671,85.35001,2016,07,13,    2.51,    3.23,    0.78,    0.54,    3.29,    3.77,    2.01,    1.87
27.66671,85.35001,2016,07,14,    4.41,    4.83,    0.33,    0.14,    4.73,    4.96,    2.36,    2.20
27.66671,85.35001,2016,07,15,    4.97,    5.24,    1.43,    0.85,    6.40,    6.09,    3.39,    2.91
27.66671,85.35001,2016,07,16,    6.74,    6.42,    0.44,    0.30,    7.17,    6.72,    3.39,    3.06
27.66671,85.35001,2016,07,17,    7.66,    7.04,    0.42,    0.33,    8.07,    7.37,    2.67,    2.41
27.66671,85.35001,2016,07,18,    4.24,    4.61,    0.23,    0.16,    4.47,    4.76,    2.32,    2.25
27.66671,85.35001,2016,07,19,    1.97,    3.20,    1.76,    1.08,    3.73,    4.28,    2.57,    2.33
27.66671,85.35001,2016,07,20,    2.57,    3.31,    1.67,    1.10,    4.24,    4.41,    2.82,    2.43
27.66671,85.35001,2016,07,21,    2.70,    2.88,    0.21,    0.17,    2.91,    3.05,    1.77,    1.57
27.66671,85.35001,2016,07,22,    2.84,    3.36,    0.65,    0.36,    3.49,    3.72,    1.88,    1.75
27.66671,85.35001,2016,07,23,    2.40,    3.06,    0.34,    0.16,    2.74,    3.22,    1.49,    1.44
27.66671,85.35001,2016,07,24,    3.53,    4.37,    0.90,    0.42,    4.43,    4.79,    2.63,    2.42
27.66671,85.35001,2016,07,25,    5.22,    5.57,    2.06,    1.25,    7.28,    6.82,    3.61,    3.03
27.66671,85.35001,2016,07,26,    1.77,    2.12,    1.34,    0.90,    3.11,    3.03,    2.19,    1.79
27.66671,85.35001,2016,07,27,    1.70,    2.71,    1.34,    0.73,    3.04,    3.43,    2.20,    1.88
27.66671,85.35001,2016,07,28,    2.37,    2.74,    0.24,    0.19,    2.61,    2.93,    1.42,    1.27
27.66671,85.35001,2016,07,29,    3.25,    3.68,    0.14,    0.16,    3.40,    3.84,    1.82,    1.80
27.66671,85.35001,2016,07,30,    3.03,    3.48,    0.15,    0.07,    3.19,    3.55,    1.82,    1.77
27.66671,85.35001,2016,07,31,    3.37,    3.88,    0.48,    0.42,    3.86,    4.30,    2.08,    2.04
27.66671,85.35001,2016,08,01,    2.16,    2.85,    0.51,    0.32,    2.66,    3.16,    1.52,    1.47
27.66671,85.35001,2016,08,02,    2.91,    3.29,    0.62,    0.34,    3.53,    3.63,    1.94,    1.76
27.66671,85.35001,2016,08,03,    3.68,    3.93,    0.04,    0.07,    3.73,    4.00,    1.71,    1.70
27.66671,85.35001,2016,08,04,    2.66,    3.11,    0.71,    0.44,    3.37,    3.55,    1.88,    1.81
27.66671,85.35001,2016,08,05,    4.47,    4.49,    0.34,    0.20,    4.82,    4.69,    2.57,    2.31
27.66671,85.35001,2016,08,06,    4.20,    4.37,    0.65,    0.37,    4.85,    4.74,    2.47,    2.17
27.66671,85.35001,2016,08,07,    4.19,    4.24,    0.19,    0.12,    4.38,    4.36,    1.83,    1.63
27.66671,85.35001,2016,08,08,    5.00,    5.28,    0.40,    0.26,    5.40,    5.54,    2.55,    2.38
27.66671,85.35001,2016,08,09,    2.91,    3.43,    0.61,    0.47,    3.52,    3.90,    2.06,    2.03
27.66671,85.35001,2016,08,10,    4.39,    4.71,    0.57,    0.47,    4.96,    5.18,    2.39,    2.32
27.66671,85.35001,2016,08,11,    3.45,    4.08,    1.06,    0.76,    4.52,    4.84,    2.88,    2.67
27.66671,85.35001,2016,08,12,    3.65,    3.99,    0.18,    0.18,    3.83,    4.17,    2.18,    2.09
27.66671,85.35001,2016,08,13,    1.50,    2.50,    1.13,    0.65,    2.63,    3.15,    1.93,    1.71
27.66671,85.35001,2016,08,14,    2.30,    2.84,    0.45,    0.21,    2.75,    3.05,    1.36,    1.25
27.66671,85.35001,2016,08,15,    2.27,    2.87,    0.31,    0.21,    2.57,    3.08,    1.45,    1.44
27.66671,85.35001,2016,08,16,    3.04,    3.33,    0.36,    0.33,    3.40,    3.67,    1.99,    1.85
27.66671,85.35001,2016,08,17,    5.15,    5.39,    0.92,    0.44,    6.07,    5.83,    2.91,    2.60
27.66671,85.35001,2016,08,18,    3.34,    3.67,    0.39,    0.23,    3.74,    3.90,    2.19,    1.95
27.66671,85.35001,2016,08,19,    3.42,    4.08,    0.77,    0.30,    4.19,    4.38,    2.72,    2.31
27.66671,85.35001,2016,08,20,    2.58,    3.24,    0.18,    0.13,    2.76,    3.37,    1.85,    1.76
27.66671,85.35001,2016,08,21,    2.67,    3.36,    1.18,    0.62,    3.85,    3.98,    2.44,    2.03
27.66671,85.35001,2016,08,22,    3.37,    3.78,    1.23,    0.78,    4.60,    4.56,    2.59,    2.20
27.66671,85.35001,2016,08,23,    3.01,    3.65,    1.07,    0.71,    4.08,    4.36,    2.48,    2.17
27.66671,85.35001,2016,08,24,    2.31,    2.67,    0.31,    0.29,    2.62,    2.96,    1.39,    1.34
27.66671,85.35001,2016,08,25,    1.92,    2.68,    0.63,    0.46,    2.55,    3.14,    1.64,    1.68
27.66671,85.35001,2016,08,26,    2.05,    2.87,    0.44,    0.29,    2.50,    3.16,    1.65,    1.63
27.66671,85.35001,2016,08,27,    2.67,    3.35,    0.22,    0.14,    2.89,    3.49,    1.52,    1.56
27.66671,85.35001,2016,08,28,    2.84,    3.51,    0.43,    0.38,    3.27,    3.88,    1.78,    1.83
27.66671,85.35001,2016,08,29,    4.00,    4.36,    0.18,    0.10,    4.19,    4.47,    2.15,    1.99
27.66671,85.35001,2016,08,30,    3.91,    4.26,    0.74,    0.59,    4.65,    4.86,    2.28,    2.16
27.66671,85.35001,2016,08,31,    2.80,    3.23,    0.60,    0.42,    3.40,    3.65,    2.02,    1.82
27.66671,85.35001,2016,09,01,    4.50,    4.63,    0.19,    0.16,    4.69,    4.79,    2.41,    2.18
27.66671,85.35001,2016,09,02,    4.48,    4.70,    0.36,    0.24,    4.85,    4.94,    3.00,    2.66
27.66671,85.35001,2016,09,03,    2.20,    2.98,    1.61,    1.03,    3.81,    4.01,    2.77,    2.36
27.66671,85.35001,2016,09,04,    3.97,    4.36,    0.43,    0.28,    4.40,    4.64,    2.49,    2.22
27.66671,85.35001,2016,09,05,    2.44,    3.24,    0.65,    0.43,    3.09,    3.67,    1.89,    1.77
27.66671,85.35001,2016,09,06,    3.38,    3.73,    0.41,    0.29,    3.79,    4.02,    1.95,    1.79
27.66671,85.35001,2016,09,07,    2.96,    3.25,    0.44,    0.33,    3.40,    3.59,    1.82,    1.69
27.66671,85.35001,2016,09,08,    2.56,    3.38,    0.71,    0.45,    3.27,    3.83,    1.64,    1.67
27.66671,85.35001,2016,09,09,    3.57,    4.03,    0.19,    0.15,    3.76,    4.18,    2.19,    2.03
27.66671,85.35001,2016,09,10,    3.70,    3.87,    0.32,    0.21,    4.02,    4.08,    2.18,    1.85
27.66671,85.35001,2016,09,11,    2.78,    3.26,    0.39,    0.12,    3.17,    3.38,    1.62,    1.48
27.66671,85.35001,2016,09,12,    1.92,    2.45,    1.17,    0.90,    3.08,    3.36,    2.11,    1.80
27.66671,85.35001,2016,09,13,    3.01,    3.25,    0.49,    0.32,    3.50,    3.57,    2.21,    1.89
27.66671,85.35001,2016,09,14,    2.71,    3.34,    0.34,    0.22,    3.04,    3.56,    1.88,    1.80
27.66671,85.35001,2016,09,15,    2.86,    3.44,    0.38,    0.30,    3.24,    3.73,    1.63,    1.61
27.66671,85.35001,2016,09,16,    2.86,    3.39,    0.41,    0.21,    3.27,    3.60,    1.70,    1.66
27.66671,85.35001,2016,09,17,    3.96,    4.20,    0.07,    0.09,    4.03,    4.29,    2.03,    1.91
27.66671,85.35001,2016,09,18,    3.06,    3.60,    0.21,    0.04,    3.27,    3.65,    2.04,    1.84
27.66671,85.35001,2016,09,19,    3.21,    3.77,    0.51,    0.22,    3.72,    4.00,    1.95,    1.80
27.66671,85.35001,2016,09,20,    4.37,    3.68,    0.81,    0.53,    5.18,    4.21,    2.65,    2.20
27.66671,85.35001,2016,09,21,    2.38,    2.25,    0.66,    0.51,    3.05,    2.76,    1.77,    1.44
27.66671,85.35001,2016,09,22,    3.21,    3.61,    0.05,    0.03,    3.26,    3.64,    1.74,    1.68
27.66671,85.35001,2016,09,23,    2.31,    2.91,    0.16,    0.16,    2.47,    3.07,    1.58,    1.57
27.66671,85.35001,2016,09,24,    1.64,    1.80,    0.25,    0.24,    1.88,    2.04,    1.34,    1.11
27.66671,85.35001,2016,09,25,    2.20,    2.21,    1.16,    0.81,    3.36,    3.02,    2.21,    1.61
27.66671,85.35001,2016,09,26,    2.25,    2.82,    0.59,    0.48,    2.85,    3.29,    1.70,    1.62
27.66671,85.35001,2016,09,27,    2.49,    3.26,    0.61,    0.49,    3.10,    3.75,    1.97,    1.90
27.66671,85.35001,2016,09,28,    2.46,    3.10,    0.31,    0.24,    2.77,    3.34,    1.75,    1.66
27.66671,85.35001,2016,09,29,    2.40,    2.97,    0.18,    0.15,    2.58,    3.12,    1.62,    1.61
27.66671,85.35001,2016,09,30,    2.12,    2.88,    0.73,    0.54,    2.86,    3.41,    1.84,    1.77
27.66671,85.35001,2016,10,01,    1.19,    1.55,    0.76,    0.53,    1.95,    2.07,    1.37,    1.17
27.66671,85.35001,2016,10,02,    2.56,    2.91,    0.25,    0.19,    2.81,    3.10,    1.40,    1.34
27.66671,85.35001,2016,10,03,    2.58,    3.10,    0.54,    0.36,    3.12,    3.46,    1.71,    1.55
27.66671,85.35001,2016,10,04,    1.99,    2.72,    0.57,    0.27,    2.56,    2.99,    1.63,    1.45
27.66671,85.35001,2016,10,05,    2.01,    3.17,    1.78,    0.98,    3.79,    4.14,    2.78,    2.33
27.66671,85.35001,2016,10,06,    2.16,    2.62,    0.59,    0.42,    2.75,    3.04,    1.76,    1.54
27.66671,85.35001,2016,10,07,    2.98,    3.47,    0.21,    0.22,    3.19,    3.69,    1.70,    1.62
27.66671,85.35001,2016,10,08,    2.50,    2.55,    0.73,    0.77,    3.22,    3.31,    2.15,    1.89
27.66671,85.35001,2016,10,09,    2.38,    2.81,    0.45,    0.34,    2.83,    3.15,    1.39,    1.37
27.66671,85.35001,2016,10,10,    2.59,    3.13,    0.34,    0.18,    2.93,    3.32,    1.57,    1.48
27.66671,85.35001,2016,10,11,    1.68,    1.53,    0.48,    0.52,    2.16,    2.04,    1.27,    1.15
27.66671,85.35001,2016,10,12,    2.80,    3.30,    0.25,    0.07,    3.05,    3.37,    1.77,    1.66
27.66671,85.35001,2016,10,13,    2.65,    2.88,    0.45,    0.46,    3.09,    3.34,    1.64,    1.57
27.66671,85.35001,2016,10,14,    2.61,    3.09,    0.65,    0.55,    3.25,    3.64,    1.75,    1.71
27.66671,85.35001,2016,10,15,    2.43,    3.02,    0.77,    0.65,    3.20,    3.66,    1.67,    1.61
27.66671,85.35001,2016,10,16,    2.85,    3.24,    0.41,    0.36,    3.26,    3.60,    1.71,    1.61
27.66671,85.35001,2016,10,17,    2.94,    3.17,    0.38,    0.26,    3.32,    3.43,    1.72,    1.53
27.66671,85.35001,2016,10,18,    3.21,    3.65,    0.26,    0.32,    3.47,    3.97,    1.80,    1.71
27.66671,85.35001,2016,10,19,    3.30,    3.70,    0.27,    0.16,    3.57,    3.86,    1.88,    1.73
27.66671,85.35001,2016,10,20,    3.01,    3.57,    0.60,    0.42,    3.61,    3.99,    1.84,    1.72
27.66671,85.35001,2016,10,21,    2.26,    2.83,    0.70,    0.40,    2.96,    3.23,    1.82,    1.61
27.66671,85.35001,2016,10,22,    2.69,    3.29,    0.67,    0.48,    3.36,    3.76,    1.89,    1.78
27.66671,85.35001,2016,10,23,    3.20,    3.70,    0.17,    0.13,    3.37,    3.83,    1.73,    1.67
27.66671,85.35001,2016,10,24,    2.34,    2.94,    0.43,    0.35,    2.77,    3.29,    1.58,    1.50
27.66671,85.35001,2016,10,25,    2.00,    2.39,    0.45,    0.38,    2.45,    2.77,    1.60,    1.48
27.66671,85.35001,2016,10,26,    1.81,    2.19,    0.56,    0.42,    2.37,    2.60,    1.80,    1.68
27.66671,85.35001,2016,10,27,    2.40,    2.63,    0.59,    0.57,    2.99,    3.20,    1.95,    1.77
27.66671,85.35001,2016,10,28,    2.57,    3.34,    0.60,    0.35,    3.17,    3.69,    1.76,    1.69
27.66671,85.35001,2016,10,29,    2.64,    2.99,    0.20,    0.21,    2.84,    3.20,    1.95,    1.76
27.66671,85.35001,2016,10,30,    2.36,    3.08,    0.46,    0.32,    2.81,    3.40,    2.00,    1.89
27.66671,85.35001,2016,10,31,    1.39,    2.08,    0.81,    0.55,    2.21,    2.63,    1.54,    1.49
27.66671,85.35001,2016,11,01,    1.21,    1.79,    0.75,    0.60,    1.96,    2.39,    1.55,    1.46
27.66671,85.35001,2016,11,02,    1.69,    2.08,    0.57,    0.63,    2.27,    2.71,    1.77,    1.65
27.66671,85.35001,2016,11,03,    1.98,    2.33,    0.87,    0.84,    2.85,    3.17,    2.03,    1.87
27.66671,85.35001,2016,11,04,    1.96,    2.43,    0.92,    0.71,    2.88,    3.14,    1.88,    1.68
27.66671,85.35001,2016,11,05,    2.66,    3.04,    0.71,    0.55,    3.37,    3.59,    2.02,    1.81
27.66671,85.35001,2016,11,06,    1.95,    2.50,    0.50,    0.40,    2.45,    2.91,    1.56,    1.52
27.66671,85.35001,2016,11,07,    1.78,    2.27,    1.06,    0.75,    2.84,    3.02,    1.80,    1.64
27.66671,85.35001,2016,11,08,    2.07,    2.63,    0.71,    0.75,    2.78,    3.37,    1.59,    1.56
27.66671,85.35001,2016,11,09,    2.87,    3.34,    0.38,    0.38,    3.25,    3.73,    1.68,    1.60
27.66671,85.35001,2016,11,10,    3.12,    3.87,    0.51,    0.32,    3.63,    4.18,    1.96,    1.79
27.66671,85.35001,2016,11,11,    2.49,    3.09,    0.80,    0.58,    3.29,    3.67,    1.80,    1.64
27.66671,85.35001,2016,11,12,    2.48,    3.03,    0.65,    0.41,    3.13,    3.43,    1.85,    1.65
27.66671,85.35001,2016,11,13,    2.28,    2.81,    1.07,    0.66,    3.35,    3.47,    1.98,    1.72
27.66671,85.35001,2016,11,14,    1.86,    2.40,    1.05,    0.70,    2.92,    3.10,    1.82,    1.59
27.66671,85.35001,2016,11,15,    1.75,    2.15,    0.65,    0.52,    2.40,    2.67,    1.54,    1.43
27.66671,85.35001,2016,11,16,    1.54,    2.23,    1.27,    0.86,    2.81,    3.10,    1.91,    1.68
27.66671,85.35001,2016,11,17,    2.27,    2.76,    0.64,    0.50,    2.91,    3.26,    1.72,    1.62
27.66671,85.35001,2016,11,18,    1.96,    2.70,    0.48,    0.34,    2.44,    3.04,    1.37,    1.38
27.66671,85.35001,2016,11,19,    1.79,    2.45,    0.56,    0.49,    2.34,    2.94,    1.62,    1.56
27.66671,85.35001,2016,11,20,    2.69,    3.35,    0.17,    0.06,    2.87,    3.41,    1.50,    1.47
27.66671,85.35001,2016,11,21,    2.89,    3.37,    0.24,    0.32,    3.13,    3.69,    1.55,    1.52
27.66671,85.35001,2016,11,22,    2.90,    3.40,    0.26,    0.21,    3.16,    3.61,    1.42,    1.39
27.66671,85.35001,2016,11,23,    2.18,    2.89,    0.36,    0.20,    2.54,    3.10,    1.31,    1.29
27.66671,85.35001,2016,11,24,    2.34,    2.84,    0.16,    0.20,    2.49,    3.05,    1.45,    1.40
27.66671,85.35001,2016,11,25,    2.74,    3.20,    0.34,    0.29,    3.08,    3.49,    1.42,    1.34
27.66671,85.35001,2016,11,26,    1.67,    2.34,    0.40,    0.24,    2.06,    2.59,    1.37,    1.34
27.66671,85.35001,2016,11,27,    2.67,    3.37,    0.40,    0.35,    3.06,    3.72,    1.61,    1.55
27.66671,85.35001,2016,11,28,    2.77,    3.48,    0.19,    0.11,    2.96,    3.59,    1.47,    1.45
27.66671,85.35001,2016,11,29,    2.71,    3.41,    0.12,    0.10,    2.83,    3.51,    1.39,    1.39
27.66671,85.35001,2016,11,30,    2.25,    2.98,    0.37,    0.30,    2.62,    3.28,    1.47,    1.43
27.66671,85.35001,2016,12,01,    2.59,    3.09,    0.72,    0.65,    3.31,    3.74,    1.65,    1.53
27.66671,85.35001,2016,12,02,    3.13,    3.66,    0.58,    0.38,    3.72,    4.05,    1.96,    1.73
27.66671,85.35001,2016,12,03,    2.37,    2.47,    0.90,    0.91,    3.27,    3.39,    1.87,    1.67
27.66671,85.35001,2016,12,04,    1.59,    2.13,    1.43,    1.10,    3.03,    3.24,    1.92,    1.74
27.66671,85.35001,2016,12,05,    1.78,    2.43,    0.67,    0.59,    2.44,    3.02,    1.53,    1.49
27.66671,85.35001,2016,12,06,    2.33,    2.87,    0.19,    0.18,    2.52,    3.05,    1.55,    1.48
27.66671,85.35001,2016,12,07,    1.87,    2.56,    0.76,    0.59,    2.63,    3.15,    1.54,    1.47
27.66671,85.35001,2016,12,08,    2.37,    2.88,    0.25,    0.28,    2.61,    3.17,    1.48,    1.43
27.66671,85.35001,2016,12,09,    1.71,    2.53,    1.18,    0.86,    2.89,    3.39,    1.89,    1.72
27.66671,85.35001,2016,12,10,    1.39,    2.33,    1.21,    0.81,    2.60,    3.14,    1.70,    1.53
27.66671,85.35001,2016,12,11,    2.32,    2.82,    0.52,    0.39,    2.83,    3.20,    1.81,    1.64
27.66671,85.35001,2016,12,12,    2.34,    2.91,    0.72,    0.58,    3.05,    3.49,    1.68,    1.57
27.66671,85.35001,2016,12,13,    2.23,    2.66,    0.10,    0.12,    2.33,    2.78,    1.37,    1.25
27.66671,85.35001,2016,12,14,    2.76,    2.82,    0.37,    0.28,    3.13,    3.09,    1.65,    1.45
27.66671,85.35001,2016,12,15,    2.93,    3.20,    0.14,    0.35,    3.07,    3.55,    1.48,    1.47
27.66671,85.35001,2016,12,16,    1.82,    2.72,    0.58,    0.36,    2.40,    3.08,    1.35,    1.30
27.66671,85.35001,2016,12,17,    2.76,    3.35,    0.40,    0.28,    3.17,    3.63,    1.68,    1.54
27.66671,85.35001,2016,12,18,    2.19,    2.87,    0.84,    0.60,    3.03,    3.48,    1.73,    1.53
27.66671,85.35001,2016,12,19,    2.73,    3.29,    0.80,    0.60,    3.54,    3.89,    1.86,    1.66
27.66671,85.35001,2016,12,20,    3.21,    3.74,    0.13,    0.14,    3.34,    3.88,    1.28,    1.28
27.66671,85.35001,2016,12,21,    2.77,    3.11,    0.24,    0.34,    3.02,    3.45,    1.24,    1.23
27.66671,85.35001,2016,12,22,    2.32,    2.99,    0.30,    0.24,    2.63,    3.24,    1.37,    1.32
27.66671,85.35001,2016,12,23,    2.65,    3.42,    1.00,    0.69,    3.65,    4.11,    2.03,    1.81
27.66671,85.35001,2016,12,24,    2.90,    3.47,    0.55,    0.38,    3.45,    3.85,    1.72,    1.60
27.66671,85.35001,2016,12,25,    2.83,    3.29,    0.37,    0.20,    3.21,    3.48,    1.85,    1.71
27.66671,85.35001,2016,12,26,    2.16,    2.13,    0.21,    0.48,    2.38,    2.60,    1.45,    1.25
27.66671,85.35001,2016,12,27,    2.45,    2.95,    0.56,    0.54,    3.01,    3.49,    1.80,    1.74
27.66671,85.35001,2016,12,28,    3.14,    3.80,    0.14,    0.07,    3.28,    3.88,    1.52,    1.50
27.66671,85.35001,2016,12,29,    2.70,    3.46,    0.34,    0.27,    3.04,    3.73,    1.66,    1.62
27.66671,85.35001,2016,12,30,    1.92,    2.72,    0.72,    0.56,    2.64,    3.28,    1.66,    1.62
27.66671,85.35001,2016,12,31,    2.25,    2.95,    0.47,    0.44,    2.72,    3.38,    1.87,    1.78
27.66671,85.35001,2017,01,01,    2.15,    2.60,    0.42,    0.32,    2.56,    2.93,    1.50,    1.39
27.66671,85.35001,2017,01,02,    1.88,    2.36,    0.58,    0.47,    2.47,    2.83,    1.79,    1.62
27.66671,85.35001,2017,01,03,    2.38,    2.83,    0.91,    0.84,    3.28,    3.68,    2.18,    1.94
27.66671,85.35001,2017,01,04,    3.03,    3.52,    1.15,    1.00,    4.19,    4.52,    2.14,    1.95
27.66671,85.35001,2017,01,05,    2.72,    3.02,    0.61,    0.70,    3.33,    3.71,    1.91,    1.80
27.66671,85.35001,2017,01,06,    2.53,    3.26,    0.88,    0.66,    3.41,    3.92,    1.95,    1.82
27.66671,85.35001,2017,01,07,    2.89,    3.29,    0.41,    0.24,    3.30,    3.53,    2.00,    1.79
27.66671,85.35001,2017,01,08,    2.19,    2.27,    0.98,    0.66,    3.18,    2.93,    2.19,    1.87
27.66671,85.35001,2017,01,09,    2.61,    3.12,    0.25,    0.14,    2.86,    3.26,    1.64,    1.57
27.66671,85.35001,2017,01,10,    2.60,    2.88,    0.34,    0.22,    2.94,    3.10,    1.94,    1.73
27.66671,85.35001,2017,01,11,    3.27,    3.78,    0.32,    0.14,    3.59,    3.92,    1.58,    1.47
27.66671,85.35001,2017,01,12,    2.24,    2.89,    0.87,    0.68,    3.11,    3.57,    1.77,    1.69
27.66671,85.35001,2017,01,13,    2.78,    3.21,    0.53,    0.45,    3.31,    3.66,    1.70,    1.64
27.66671,85.35001,2017,01,14,    2.23,    3.10,    1.36,    0.99,    3.59,    4.10,    2.26,    2.07
27.66671,85.35001,2017,01,15,    3.23,    3.58,    0.87,    0.61,    4.10,    4.20,    2.27,    1.95
27.66671,85.35001,2017,01,16,    2.44,    2.95,    1.39,    1.04,    3.83,    3.99,    2.33,    2.02
27.66671,85.35001,2017,01,17,    2.26,    2.97,    1.02,    0.77,    3.28,    3.74,    2.01,    1.87
27.66671,85.35001,2017,01,18,    2.16,    2.66,    1.09,    0.97,    3.25,    3.63,    2.04,    1.86
27.66671,85.35001,2017,01,19,    2.69,    3.06,    1.17,    0.93,    3.86,    3.99,    2.13,    1.82
27.66671,85.35001,2017,01,20,    2.93,    3.40,    1.22,    0.90,    4.15,    4.30,    2.29,    2.06
27.66671,85.35001,2017,01,21,    3.37,    4.04,    0.30,    0.17,    3.68,    4.21,    1.73,    1.65
27.66671,85.35001,2017,01,22,    2.97,    3.32,    0.61,    0.48,    3.58,    3.80,    1.67,    1.54
27.66671,85.35001,2017,01,23,    3.60,    3.99,    0.45,    0.42,    4.05,    4.41,    1.84,    1.79
27.66671,85.35001,2017,01,24,    3.17,    3.99,    0.51,    0.36,    3.68,    4.35,    1.75,    1.76
27.66671,85.35001,2017,01,25,    2.49,    3.06,    0.45,    0.46,    2.94,    3.52,    1.61,    1.58
27.66671,85.35001,2017,01,26,    2.69,    3.30,    0.48,    0.46,    3.17,    3.76,    1.71,    1.68
27.66671,85.35001,2017,01,27,    3.71,    3.80,    0.52,    0.44,    4.23,    4.24,    1.93,    1.84
27.66671,85.35001,2017,01,28,    4.04,    4.27,    0.93,    0.79,    4.97,    5.07,    2.77,    2.29
27.66671,85.35001,2017,01,29,    3.54,    4.18,    0.14,    0.27,    3.68,    4.45,    1.64,    1.70
27.66671,85.35001,2017,01,30,    3.57,    4.22,    0.14,    0.20,    3.71,    4.42,    1.86,    1.86
27.66671,85.35001,2017,01,31,    3.75,    4.12,    0.29,    0.30,    4.04,    4.42,    2.03,    1.91
27.66671,85.35001,2017,02,01,    3.13,    4.03,    0.57,    0.37,    3.70,    4.40,    1.98,    1.97
27.66671,85.35001,2017,02,02,    3.31,    3.98,    1.00,    0.80,    4.31,    4.79,    2.18,    2.05
27.66671,85.35001,2017,02,03,    2.22,    3.27,    1.22,    0.98,    3.44,    4.24,    1.99,    1.97
27.66671,85.35001,2017,02,04,    2.07,    2.86,    0.65,    0.50,    2.72,    3.37,    1.51,    1.50
27.66671,85.35001,2017,02,05,    3.03,    3.53,    0.47,    0.29,    3.49,    3.82,    2.00,    1.82
27.66671,85.35001,2017,02,06,    3.89,    4.28,    0.93,    0.57,    4.83,    4.85,    2.73,    2.33
27.66671,85.35001,2017,02,07,    3.82,    4.38,    1.07,    0.85,    4.89,    5.23,    2.54,    2.34
27.66671,85.35001,2017,02,08,    3.81,    4.34,    0.33,    0.25,    4.13,    4.58,    2.09,    1.97
27.66671,85.35001,2017,02,09,    3.77,    4.37,    0.52,    0.27,    4.28,    4.64,    2.14,    2.02
27.66671,85.35001,2017,02,10,    3.32,    3.70,    0.44,    0.62,    3.76,    4.32,    2.12,    2.05
27.66671,85.35001,2017,02,11,    3.39,    4.13,    0.25,    0.15,    3.64,    4.28,    2.04,    1.98
27.66671,85.35001,2017,02,12,    2.69,    3.36,    0.71,    0.59,    3.39,    3.94,    2.04,    1.94
27.66671,85.35001,2017,02,13,    3.29,    3.95,    0.70,    0.63,    3.99,    4.58,    2.17,    2.08
27.66671,85.35001,2017,02,14,    3.03,    3.70,    1.06,    0.80,    4.09,    4.50,    2.11,    2.04
27.66671,85.35001,2017,02,15,    3.16,    4.27,    0.80,    0.49,    3.96,    4.76,    2.18,    2.13
27.66671,85.35001,2017,02,16,    3.77,    4.64,    0.39,    0.32,    4.16,    4.97,    2.08,    2.06
27.66671,85.35001,2017,02,17,    3.25,    3.81,    0.41,    0.53,    3.65,    4.34,    1.92,    1.92
27.66671,85.35001,2017,02,18,    3.46,    4.38,    0.70,    0.55,    4.15,    4.93,    2.17,    2.14
27.66671,85.35001,2017,02,19,    3.55,    4.33,    0.67,    0.46,    4.22,    4.79,    2.27,    2.16
27.66671,85.35001,2017,02,20,    4.27,    4.48,    0.47,    0.58,    4.74,    5.06,    2.45,    2.27
27.66671,85.35001,2017,02,21,    3.47,    3.81,    0.94,    0.70,    4.40,    4.50,    2.54,    2.21
27.66671,85.35001,2017,02,22,    3.96,    4.32,    0.87,    0.62,    4.83,    4.95,    2.76,    2.42
27.66671,85.35001,2017,02,23,    4.04,    4.47,    0.83,    0.69,    4.86,    5.15,    2.64,    2.44
27.66671,85.35001,2017,02,24,    3.29,    3.95,    0.83,    0.86,    4.11,    4.80,    2.35,    2.27
27.66671,85.35001,2017,02,25,    3.38,    4.20,    0.79,    0.78,    4.17,    4.98,    2.13,    2.10
27.66671,85.35001,2017,02,26,    4.87,    5.38,    0.23,    0.20,    5.10,    5.58,    2.43,    2.27
27.66671,85.35001,2017,02,27,    3.54,    4.32,    0.57,    0.41,    4.12,    4.73,    2.29,    2.22
