-BEGIN HEADER-
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data 
Dates (month/day/year): 01/01/2013 through 12/31/2019 
Location: Latitude  27.6667   Longitude 85.35 
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = 1653.16 meters   Site = na 
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) 
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
WS50M_MAX MERRA2 1/2x1/2 Maximum Wind Speed at 50 Meters (m/s) 
WS10M_MIN MERRA2 1/2x1/2 Minimum Wind Speed at 10 Meters (m/s) 
WS50M_RANGE MERRA2 1/2x1/2 Wind Speed Range at 50 Meters (m/s) 
WS10M_MAX MERRA2 1/2x1/2 Maximum Wind Speed at 10 Meters (m/s) 
WS50M MERRA2 1/2x1/2 Wind Speed at 50 Meters (m/s) 
WS10M_RANGE MERRA2 1/2x1/2 Wind Speed Range at 10 Meters (m/s) 
WS10M MERRA2 1/2x1/2 Wind Speed at 10 Meters (m/s) 
WS50M_MIN MERRA2 1/2x1/2 Minimum Wind Speed at 50 Meters (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS50M_RANGE,WS10M_RANGE,WS50M_MIN,WS10M_MIN,WS50M_MAX,WS10M_MAX,WS50M,WS10M
27.66671,85.35001,2014,11,15,    2.97,    3.36,    0.33,    0.28,    3.30,    3.64,    1.61,    1.49
27.66671,85.35001,2014,11,16,    2.85,    3.25,    0.22,    0.20,    3.07,    3.44,    1.60,    1.47
27.66671,85.35001,2014,11,17,    2.16,    2.84,    0.85,    0.62,    3.02,    3.45,    1.68,    1.58
27.66671,85.35001,2014,11,18,    1.68,    2.24,    0.72,    0.60,    2.41,    2.84,    1.64,    1.55
27.66671,85.35001,2014,11,19,    2.44,    3.07,    0.85,    0.62,    3.28,    3.69,    1.87,    1.73
27.66671,85.35001,2014,11,20,    3.10,    3.52,    0.16,    0.14,    3.26,    3.66,    1.74,    1.63
27.66671,85.35001,2014,11,21,    2.81,    3.25,    0.43,    0.28,    3.25,    3.53,    1.82,    1.65
27.66671,85.35001,2014,11,22,    2.29,    2.74,    0.80,    0.60,    3.10,    3.34,    1.72,    1.54
27.66671,85.35001,2014,11,23,    2.19,    2.68,    1.02,    0.67,    3.21,    3.35,    1.92,    1.69
27.66671,85.35001,2014,11,24,    2.27,    2.97,    0.88,    0.55,    3.15,    3.52,    1.63,    1.56
27.66671,85.35001,2014,11,25,    2.34,    2.97,    0.54,    0.47,    2.88,    3.44,    1.68,    1.59
27.66671,85.35001,2014,11,26,    3.17,    3.52,    0.32,    0.32,    3.49,    3.84,    1.57,    1.51
27.66671,85.35001,2014,11,27,    1.99,    2.63,    0.70,    0.59,    2.69,    3.22,    1.56,    1.50
27.66671,85.35001,2014,11,28,    2.40,    3.08,    0.69,    0.42,    3.09,    3.50,    1.63,    1.54
27.66671,85.35001,2014,11,29,    2.48,    2.96,    0.38,    0.33,    2.85,    3.29,    1.57,    1.45
27.66671,85.35001,2014,11,30,    2.41,    2.87,    0.30,    0.27,    2.72,    3.14,    1.64,    1.49
27.66671,85.35001,2014,12,01,    1.80,    2.42,    0.56,    0.44,    2.35,    2.86,    1.37,    1.32
27.66671,85.35001,2014,12,02,    2.18,    2.57,    0.42,    0.47,    2.59,    3.04,    1.30,    1.26
27.66671,85.35001,2014,12,03,    2.16,    2.83,    0.48,    0.32,    2.64,    3.15,    1.32,    1.30
27.66671,85.35001,2014,12,04,    1.80,    2.34,    0.52,    0.44,    2.33,    2.78,    1.37,    1.29
27.66671,85.35001,2014,12,05,    1.95,    2.44,    0.56,    0.46,    2.51,    2.90,    1.71,    1.53
27.66671,85.35001,2014,12,06,    2.16,    2.61,    1.09,    0.81,    3.24,    3.42,    1.88,    1.61
27.66671,85.35001,2014,12,07,    1.86,    2.36,    0.62,    0.45,    2.47,    2.81,    1.33,    1.21
27.66671,85.35001,2014,12,08,    2.34,    2.68,    0.60,    0.48,    2.94,    3.15,    1.38,    1.25
27.66671,85.35001,2014,12,09,    2.29,    2.62,    0.90,    0.72,    3.19,    3.35,    1.77,    1.55
27.66671,85.35001,2014,12,10,    1.72,    2.05,    1.42,    1.07,    3.14,    3.12,    2.01,    1.68
27.66671,85.35001,2014,12,11,    1.11,    1.43,    1.05,    0.61,    2.15,    2.04,    1.64,    1.37
27.66671,85.35001,2014,12,12,    1.70,    2.16,    0.65,    0.56,    2.35,    2.72,    1.58,    1.46
27.66671,85.35001,2014,12,13,    3.04,    3.15,    0.49,    0.30,    3.53,    3.45,    2.17,    1.79
27.66671,85.35001,2014,12,14,    3.95,    2.15,    0.49,    0.83,    4.45,    2.98,    3.26,    2.14
27.66671,85.35001,2014,12,15,    2.98,    2.99,    0.22,    0.13,    3.20,    3.12,    1.61,    1.33
27.66671,85.35001,2014,12,16,    1.35,    2.04,    1.40,    0.90,    2.75,    2.94,    1.99,    1.58
27.66671,85.35001,2014,12,17,    2.26,    2.33,    1.26,    1.20,    3.51,    3.53,    2.20,    2.02
27.66671,85.35001,2014,12,18,    3.28,    2.70,    1.19,    0.96,    4.47,    3.66,    2.88,    2.52
27.66671,85.35001,2014,12,19,    1.84,    2.08,    0.75,    0.50,    2.59,    2.57,    1.72,    1.60
27.66671,85.35001,2014,12,20,    2.81,    3.24,    0.87,    0.71,    3.68,    3.94,    1.79,    1.61
27.66671,85.35001,2014,12,21,    2.82,    3.27,    0.55,    0.38,    3.37,    3.66,    1.60,    1.48
27.66671,85.35001,2014,12,22,    2.23,    2.70,    0.58,    0.51,    2.81,    3.22,    1.59,    1.50
27.66671,85.35001,2014,12,23,    1.58,    2.27,    1.02,    0.71,    2.61,    2.98,    1.66,    1.49
27.66671,85.35001,2014,12,24,    1.47,    2.23,    1.48,    1.11,    2.95,    3.34,    1.93,    1.72
27.66671,85.35001,2014,12,25,    2.34,    2.86,    0.91,    0.70,    3.26,    3.57,    1.90,    1.67
27.66671,85.35001,2014,12,26,    2.57,    2.93,    0.84,    0.58,    3.41,    3.51,    1.86,    1.60
27.66671,85.35001,2014,12,27,    2.58,    3.08,    0.70,    0.67,    3.28,    3.75,    1.69,    1.60
27.66671,85.35001,2014,12,28,    1.88,    2.65,    1.00,    0.73,    2.88,    3.38,    1.81,    1.70
27.66671,85.35001,2014,12,29,    2.46,    2.99,    0.56,    0.41,    3.02,    3.40,    1.81,    1.67
27.66671,85.35001,2014,12,30,    1.69,    2.16,    0.10,    0.15,    1.79,    2.31,    1.33,    1.29
27.66671,85.35001,2014,12,31,    2.08,    1.80,    0.31,    0.17,    2.39,    1.97,    1.53,    1.32
27.66671,85.35001,2015,01,01,    2.65,    3.09,    0.44,    0.33,    3.09,    3.41,    1.86,    1.68
27.66671,85.35001,2015,01,02,    2.74,    1.50,    0.34,    0.32,    3.08,    1.82,    1.53,    1.17
27.66671,85.35001,2015,01,03,    3.80,    4.10,    0.42,    0.24,    4.22,    4.35,    2.12,    1.66
27.66671,85.35001,2015,01,04,    2.05,    2.43,    1.53,    0.97,    3.59,    3.40,    2.34,    1.87
27.66671,85.35001,2015,01,05,    2.83,    3.24,    0.67,    0.50,    3.50,    3.75,    1.84,    1.73
27.66671,85.35001,2015,01,06,    2.14,    2.97,    0.95,    0.65,    3.09,    3.62,    1.71,    1.62
27.66671,85.35001,2015,01,07,    2.06,    2.84,    1.00,    0.70,    3.07,    3.54,    1.82,    1.72
27.66671,85.35001,2015,01,08,    1.62,    1.60,    0.53,    0.51,    2.16,    2.11,    1.63,    1.43
27.66671,85.35001,2015,01,09,    2.15,    2.40,    1.57,    1.33,    3.72,    3.73,    2.64,    2.41
27.66671,85.35001,2015,01,10,    2.24,    2.55,    0.85,    0.74,    3.08,    3.29,    2.12,    2.06
27.66671,85.35001,2015,01,11,    2.19,    3.06,    0.90,    0.63,    3.08,    3.69,    2.05,    1.95
27.66671,85.35001,2015,01,12,    1.81,    2.72,    0.78,    0.57,    2.59,    3.29,    1.46,    1.49
27.66671,85.35001,2015,01,13,    1.80,    2.69,    0.84,    0.61,    2.64,    3.30,    1.48,    1.45
27.66671,85.35001,2015,01,14,    2.59,    3.00,    0.36,    0.44,    2.95,    3.44,    1.66,    1.56
27.66671,85.35001,2015,01,15,    2.09,    2.64,    0.98,    0.79,    3.07,    3.44,    1.76,    1.59
27.66671,85.35001,2015,01,16,    1.88,    2.41,    0.63,    0.49,    2.52,    2.90,    1.84,    1.67
27.66671,85.35001,2015,01,17,    2.60,    2.84,    1.04,    1.33,    3.64,    4.17,    2.50,    2.31
27.66671,85.35001,2015,01,18,    2.45,    3.08,    1.08,    1.08,    3.53,    4.16,    2.29,    2.15
27.66671,85.35001,2015,01,19,    2.61,    3.40,    1.38,    1.15,    3.99,    4.55,    2.35,    2.18
27.66671,85.35001,2015,01,20,    2.73,    3.34,    0.95,    0.78,    3.68,    4.12,    2.13,    2.04
27.66671,85.35001,2015,01,21,    2.18,    3.03,    0.88,    0.65,    3.05,    3.68,    1.79,    1.72
27.66671,85.35001,2015,01,22,    2.16,    3.00,    0.95,    0.67,    3.11,    3.67,    1.82,    1.74
27.66671,85.35001,2015,01,23,    3.15,    3.62,    0.74,    0.45,    3.88,    4.07,    2.24,    1.92
27.66671,85.35001,2015,01,24,    3.17,    3.53,    1.40,    1.09,    4.57,    4.62,    2.65,    2.27
27.66671,85.35001,2015,01,25,    2.67,    3.34,    1.14,    0.83,    3.81,    4.16,    2.16,    1.94
27.66671,85.35001,2015,01,26,    3.64,    4.20,    1.02,    0.70,    4.66,    4.91,    2.17,    1.89
27.66671,85.35001,2015,01,27,    2.25,    2.04,    0.10,    0.28,    2.35,    2.32,    1.42,    1.23
27.66671,85.35001,2015,01,28,    2.83,    3.15,    1.20,    0.89,    4.03,    4.04,    2.17,    1.92
27.66671,85.35001,2015,01,29,    3.99,    4.36,    0.58,    0.36,    4.56,    4.73,    2.02,    1.83
27.66671,85.35001,2015,01,30,    3.63,    4.27,    1.11,    0.88,    4.73,    5.15,    2.40,    2.20
27.66671,85.35001,2015,01,31,    3.58,    4.39,    0.78,    0.55,    4.36,    4.94,    1.96,    1.96
27.66671,85.35001,2015,02,01,    2.52,    3.43,    1.17,    0.99,    3.69,    4.42,    2.22,    2.14
27.66671,85.35001,2015,02,02,    2.26,    3.19,    1.09,    0.76,    3.35,    3.95,    2.10,    2.01
27.66671,85.35001,2015,02,03,    2.07,    2.58,    1.44,    1.02,    3.51,    3.60,    2.31,    2.03
27.66671,85.35001,2015,02,04,    3.66,    4.02,    1.47,    1.05,    5.13,    5.07,    3.01,    2.51
27.66671,85.35001,2015,02,05,    2.98,    3.63,    0.56,    0.59,    3.54,    4.22,    1.93,    1.89
27.66671,85.35001,2015,02,06,    2.63,    3.44,    1.33,    1.11,    3.96,    4.56,    2.28,    2.11
27.66671,85.35001,2015,02,07,    3.44,    4.00,    1.05,    0.81,    4.49,    4.80,    2.43,    2.20
27.66671,85.35001,2015,02,08,    3.59,    4.07,    1.46,    1.15,    5.05,    5.22,    2.49,    2.21
27.66671,85.35001,2015,02,09,    2.90,    3.40,    0.97,    0.79,    3.86,    4.20,    2.38,    2.14
27.66671,85.35001,2015,02,10,    2.81,    3.56,    1.39,    1.07,    4.20,    4.63,    2.45,    2.26
27.66671,85.35001,2015,02,11,    3.90,    4.43,    0.65,    0.70,    4.54,    5.13,    2.19,    2.16
27.66671,85.35001,2015,02,12,    3.09,    4.02,    0.82,    0.58,    3.91,    4.60,    2.17,    2.08
27.66671,85.35001,2015,02,13,    4.32,    4.94,    1.12,    0.81,    5.44,    5.74,    2.67,    2.45
27.66671,85.35001,2015,02,14,    3.20,    4.16,    0.66,    0.47,    3.85,    4.63,    1.88,    1.91
27.66671,85.35001,2015,02,15,    3.20,    3.90,    0.32,    0.24,    3.51,    4.13,    2.12,    2.02
27.66671,85.35001,2015,02,16,    2.81,    3.59,    1.10,    0.93,    3.91,    4.52,    2.21,    2.08
27.66671,85.35001,2015,02,17,    2.60,    3.36,    0.47,    0.39,    3.08,    3.75,    1.92,    1.85
27.66671,85.35001,2015,02,18,    2.67,    3.22,    0.51,    0.42,    3.18,    3.64,    1.95,    1.79
27.66671,85.35001,2015,02,19,    2.96,    3.15,    0.57,    0.52,    3.53,    3.67,    1.88,    1.74
27.66671,85.35001,2015,02,20,    3.02,    3.95,    1.39,    1.03,    4.42,    4.98,    2.49,    2.35
27.66671,85.35001,2015,02,21,    4.48,    4.77,    0.71,    0.58,    5.20,    5.34,    2.85,    2.52
27.66671,85.35001,2015,02,22,    3.97,    4.51,    0.76,    0.63,    4.73,    5.14,    2.55,    2.43
27.66671,85.35001,2015,02,23,    3.73,    4.24,    0.22,    0.43,    3.96,    4.68,    2.10,    2.11
27.66671,85.35001,2015,02,24,    3.59,    4.48,    0.74,    0.50,    4.33,    4.98,    2.18,    2.13
27.66671,85.35001,2015,02,25,    4.08,    4.24,    0.72,    0.65,    4.80,    4.89,    2.35,    2.08
27.66671,85.35001,2015,02,26,    4.21,    3.51,    0.44,    0.20,    4.65,    3.71,    2.05,    1.72
27.66671,85.35001,2015,02,27,    3.62,    4.16,    1.28,    0.90,    4.90,    5.06,    2.81,    2.45
27.66671,85.35001,2015,02,28,    2.01,    2.57,    1.60,    1.16,    3.61,    3.73,    2.60,    2.23
27.66671,85.35001,2015,03,01,    2.79,    1.36,    1.91,    1.54,    4.70,    2.90,    3.22,    2.18
27.66671,85.35001,2015,03,02,    3.51,    1.81,    1.39,    0.91,    4.90,    2.73,    2.86,    1.84
27.66671,85.35001,2015,03,03,    3.49,    3.72,    0.75,    0.51,    4.24,    4.24,    2.49,    2.23
27.66671,85.35001,2015,03,04,    3.92,    4.31,    0.63,    0.38,    4.55,    4.69,    2.46,    2.12
27.66671,85.35001,2015,03,05,    3.07,    3.84,    1.61,    1.08,    4.68,    4.91,    2.73,    2.46
27.66671,85.35001,2015,03,06,    2.96,    3.43,    1.58,    1.32,    4.54,    4.74,    2.89,    2.59
27.66671,85.35001,2015,03,07,    2.95,    3.61,    1.03,    0.94,    3.98,    4.55,    2.50,    2.34
27.66671,85.35001,2015,03,08,    2.41,    3.29,    1.50,    1.06,    3.91,    4.35,    2.43,    2.25
27.66671,85.35001,2015,03,09,    2.18,    2.79,    2.23,    1.54,    4.41,    4.33,    3.18,    2.69
27.66671,85.35001,2015,03,10,    3.85,    4.26,    1.77,    1.38,    5.63,    5.64,    3.46,    3.01
27.66671,85.35001,2015,03,11,    2.53,    3.34,    1.84,    1.55,    4.36,    4.90,    2.82,    2.61
27.66671,85.35001,2015,03,12,    3.50,    4.28,    1.52,    1.25,    5.02,    5.53,    3.03,    2.75
27.66671,85.35001,2015,03,13,    4.07,    4.37,    0.79,    0.52,    4.86,    4.89,    2.68,    2.41
27.66671,85.35001,2015,03,14,    3.94,    4.46,    1.68,    1.20,    5.61,    5.67,    3.13,    2.68
27.66671,85.35001,2015,03,15,    2.62,    2.82,    1.80,    1.37,    4.42,    4.19,    2.95,    2.42
27.66671,85.35001,2015,03,16,    4.94,    5.03,    0.71,    0.76,    5.65,    5.79,    3.16,    2.70
27.66671,85.35001,2015,03,17,    4.40,    4.82,    0.75,    0.48,    5.15,    5.30,    3.13,    2.80
27.66671,85.35001,2015,03,18,    3.45,    3.75,    0.92,    0.70,    4.37,    4.45,    2.43,    2.15
27.66671,85.35001,2015,03,19,    4.27,    4.77,    0.60,    0.44,    4.86,    5.21,    2.68,    2.51
27.66671,85.35001,2015,03,20,    3.49,    4.11,    1.12,    1.11,    4.61,    5.22,    2.58,    2.45
27.66671,85.35001,2015,03,21,    2.82,    3.48,    1.48,    1.37,    4.30,    4.85,    2.71,    2.54
27.66671,85.35001,2015,03,22,    3.33,    3.98,    0.84,    0.57,    4.16,    4.55,    2.45,    2.35
27.66671,85.35001,2015,03,23,    3.18,    3.92,    0.66,    0.59,    3.84,    4.51,    2.40,    2.26
27.66671,85.35001,2015,03,24,    3.53,    4.43,    0.87,    0.67,    4.40,    5.10,    2.46,    2.37
27.66671,85.35001,2015,03,25,    3.62,    4.08,    0.30,    0.26,    3.93,    4.34,    2.35,    2.23
27.66671,85.35001,2015,03,26,    1.96,    2.80,    0.88,    0.70,    2.84,    3.50,    2.04,    1.78
27.66671,85.35001,2015,03,27,    2.18,    2.07,    0.80,    0.63,    2.98,    2.70,    2.09,    1.60
27.66671,85.35001,2015,03,28,    3.78,    4.62,    0.15,    0.05,    3.94,    4.67,    2.20,    2.17
27.66671,85.35001,2015,03,29,    2.65,    3.04,    0.76,    0.64,    3.42,    3.67,    1.87,    1.85
27.66671,85.35001,2015,03,30,    1.70,    1.77,    0.91,    0.34,    2.61,    2.10,    1.78,    1.36
27.66671,85.35001,2015,03,31,    3.85,    4.57,    0.55,    0.42,    4.41,    5.00,    2.50,    2.33
27.66671,85.35001,2015,04,01,    3.82,    4.30,    1.20,    0.87,    5.02,    5.17,    2.70,    2.42
27.66671,85.35001,2015,04,02,    5.31,    4.80,    0.78,    0.80,    6.09,    5.60,    3.17,    2.67
27.66671,85.35001,2015,04,03,    5.12,    5.11,    1.40,    1.10,    6.51,    6.20,    3.38,    2.82
27.66671,85.35001,2015,04,04,    4.39,    4.65,    0.85,    0.67,    5.24,    5.32,    2.78,    2.30
27.66671,85.35001,2015,04,05,    3.99,    4.60,    0.55,    0.33,    4.54,    4.93,    2.48,    2.29
27.66671,85.35001,2015,04,06,    4.33,    4.87,    0.43,    0.32,    4.76,    5.18,    2.55,    2.42
27.66671,85.35001,2015,04,07,    2.80,    3.66,    1.13,    0.73,    3.93,    4.39,    2.73,    2.49
27.66671,85.35001,2015,04,08,    3.91,    4.38,    0.44,    0.30,    4.36,    4.68,    2.19,    1.98
27.66671,85.35001,2015,04,09,    3.71,    4.46,    0.94,    0.61,    4.65,    5.06,    2.45,    2.40
27.66671,85.35001,2015,04,10,    3.82,    4.63,    1.02,    0.59,    4.84,    5.22,    2.86,    2.66
27.66671,85.35001,2015,04,11,    4.02,    4.41,    0.67,    0.57,    4.69,    4.98,    2.63,    2.55
27.66671,85.35001,2015,04,12,    3.35,    3.75,    0.65,    0.71,    4.00,    4.46,    2.66,    2.47
27.66671,85.35001,2015,04,13,    3.64,    4.03,    0.31,    0.23,    3.96,    4.27,    1.94,    1.81
27.66671,85.35001,2015,04,14,    2.17,    2.71,    0.65,    0.36,    2.82,    3.07,    1.69,    1.53
27.66671,85.35001,2015,04,15,    2.43,    3.14,    1.04,    0.58,    3.47,    3.72,    2.08,    1.84
27.66671,85.35001,2015,04,16,    4.26,    4.56,    0.57,    0.49,    4.83,    5.05,    2.66,    2.33
27.66671,85.35001,2015,04,17,    3.48,    3.89,    0.64,    0.32,    4.11,    4.22,    2.31,    2.11
27.66671,85.35001,2015,04,18,    3.30,    3.48,    0.57,    0.49,    3.87,    3.97,    2.54,    2.05
27.66671,85.35001,2015,04,19,    3.49,    3.97,    0.71,    0.86,    4.20,    4.83,    2.49,    2.43
27.66671,85.35001,2015,04,20,    4.07,    4.91,    0.35,    0.26,    4.43,    5.18,    2.62,    2.53
27.66671,85.35001,2015,04,21,    4.25,    4.65,    1.73,    1.36,    5.98,    6.01,    3.60,    3.09
27.66671,85.35001,2015,04,22,    4.31,    4.73,    0.35,    0.29,    4.67,    5.02,    2.22,    2.08
27.66671,85.35001,2015,04,23,    1.98,    2.74,    1.49,    1.10,    3.47,    3.84,    2.43,    2.28
27.66671,85.35001,2015,04,24,    2.90,    3.78,    1.18,    0.68,    4.08,    4.46,    2.56,    2.32
27.66671,85.35001,2015,04,25,    2.39,    3.19,    1.41,    0.79,    3.80,    3.98,    2.29,    2.02
27.66671,85.35001,2015,04,26,    2.34,    3.26,    1.16,    0.81,    3.50,    4.07,    2.27,    2.10
27.66671,85.35001,2015,04,27,    2.68,    3.98,    0.91,    0.49,    3.59,    4.47,    2.03,    2.09
27.66671,85.35001,2015,04,28,    3.88,    4.44,    1.01,    0.66,    4.89,    5.09,    2.53,    2.33
27.66671,85.35001,2015,04,29,    2.78,    3.56,    1.48,    0.96,    4.26,    4.52,    2.50,    2.29
27.66671,85.35001,2015,04,30,    3.24,    3.92,    0.75,    0.53,    4.00,    4.46,    2.20,    2.10
27.66671,85.35001,2015,05,01,    3.77,    3.89,    0.71,    0.69,    4.48,    4.58,    2.55,    2.35
27.66671,85.35001,2015,05,02,    3.75,    4.20,    0.42,    0.30,    4.17,    4.50,    2.54,    2.38
27.66671,85.35001,2015,05,03,    3.08,    3.39,    0.55,    0.46,    3.63,    3.85,    2.19,    2.02
27.66671,85.35001,2015,05,04,    3.62,    4.10,    0.85,    0.62,    4.47,    4.72,    2.99,    2.72
27.66671,85.35001,2015,05,05,    3.59,    4.28,    0.92,    0.79,    4.51,    5.07,    2.79,    2.67
27.66671,85.35001,2015,05,06,    4.69,    4.87,    0.24,    0.18,    4.93,    5.05,    2.71,    2.57
27.66671,85.35001,2015,05,07,    4.06,    4.40,    0.58,    0.39,    4.64,    4.79,    2.68,    2.47
27.66671,85.35001,2015,05,08,    4.16,    5.01,    0.93,    0.72,    5.09,    5.73,    2.71,    2.60
27.66671,85.35001,2015,05,09,    3.83,    4.64,    0.18,    0.16,    4.01,    4.79,    2.03,    2.11
27.66671,85.35001,2015,05,10,    3.99,    4.74,    0.24,    0.11,    4.24,    4.85,    2.40,    2.34
27.66671,85.35001,2015,05,11,    4.18,    4.57,    0.30,    0.32,    4.48,    4.89,    2.47,    2.37
27.66671,85.35001,2015,05,12,    4.58,    5.06,    0.55,    0.40,    5.13,    5.46,    2.74,    2.59
27.66671,85.35001,2015,05,13,    4.01,    4.68,    0.37,    0.24,    4.38,    4.92,    2.43,    2.38
27.66671,85.35001,2015,05,14,    2.61,    2.99,    1.33,    1.05,    3.94,    4.04,    2.62,    2.29
27.66671,85.35001,2015,05,15,    4.90,    5.26,    1.02,    0.58,    5.92,    5.84,    2.70,    2.46
27.66671,85.35001,2015,05,16,    4.32,    4.57,    0.80,    0.51,    5.12,    5.08,    2.76,    2.36
27.66671,85.35001,2015,05,17,    5.06,    5.60,    0.09,    0.13,    5.15,    5.74,    2.45,    2.42
27.66671,85.35001,2015,05,18,    3.66,    4.51,    0.65,    0.60,    4.31,    5.11,    2.44,    2.41
27.66671,85.35001,2015,05,19,    3.80,    4.79,    0.54,    0.29,    4.34,    5.08,    2.40,    2.32
27.66671,85.35001,2015,05,20,    3.83,    4.47,    0.12,    0.11,    3.95,    4.58,    2.17,    2.15
27.66671,85.35001,2015,05,21,    4.08,    4.60,    0.78,    0.60,    4.87,    5.20,    2.92,    2.68
27.66671,85.35001,2015,05,22,    3.77,    4.31,    0.75,    0.60,    4.52,    4.91,    2.59,    2.43
27.66671,85.35001,2015,05,23,    3.79,    4.11,    0.82,    0.82,    4.61,    4.93,    2.70,    2.54
27.66671,85.35001,2015,05,24,    4.70,    4.82,    0.57,    0.78,    5.27,    5.60,    3.08,    2.83
27.66671,85.35001,2015,05,25,    4.22,    4.95,    0.34,    0.24,    4.56,    5.20,    2.81,    2.72
27.66671,85.35001,2015,05,26,    4.53,    5.04,    0.24,    0.27,    4.78,    5.31,    2.63,    2.53
27.66671,85.35001,2015,05,27,    3.98,    4.83,    0.25,    0.08,    4.23,    4.91,    2.43,    2.41
27.66671,85.35001,2015,05,28,    4.58,    5.14,    0.32,    0.33,    4.89,    5.48,    2.77,    2.69
27.66671,85.35001,2015,05,29,    4.32,    5.05,    0.22,    0.08,    4.55,    5.13,    2.43,    2.41
27.66671,85.35001,2015,05,30,    3.82,    4.48,    0.39,    0.33,    4.21,    4.81,    2.34,    2.32
27.66671,85.35001,2015,05,31,    4.51,    4.88,    0.21,    0.13,    4.71,    5.01,    2.66,    2.49
27.66671,85.35001,2015,06,01,    4.72,    4.86,    0.38,    0.34,    5.10,    5.20,    2.61,    2.38
27.66671,85.35001,2015,06,02,    4.39,    4.94,    0.30,    0.28,    4.68,    5.22,    2.48,    2.42
27.66671,85.35001,2015,06,03,    2.89,    3.73,    0.77,    0.49,    3.66,    4.23,    2.64,    2.40
27.66671,85.35001,2015,06,04,    3.17,    4.04,    0.42,    0.33,    3.59,    4.37,    2.08,    2.12
27.66671,85.35001,2015,06,05,    3.01,    3.72,    0.91,    0.63,    3.93,    4.35,    2.51,    2.41
27.66671,85.35001,2015,06,06,    3.69,    4.01,    1.02,    0.83,    4.71,    4.85,    2.88,    2.60
27.66671,85.35001,2015,06,07,    3.50,    3.90,    0.88,    0.64,    4.38,    4.54,    2.48,    2.30
27.66671,85.35001,2015,06,08,    3.50,    4.18,    0.47,    0.48,    3.96,    4.66,    2.54,    2.48
27.66671,85.35001,2015,06,09,    4.87,    5.34,    0.38,    0.23,    5.25,    5.56,    2.78,    2.62
27.66671,85.35001,2015,06,10,    3.91,    4.56,    0.70,    0.55,    4.61,    5.11,    2.78,    2.56
27.66671,85.35001,2015,06,11,    3.53,    3.88,    0.32,    0.45,    3.84,    4.33,    2.11,    2.01
27.66671,85.35001,2015,06,12,    4.62,    5.03,    0.32,    0.41,    4.94,    5.43,    2.75,    2.57
27.66671,85.35001,2015,06,13,    2.97,    2.99,    1.05,    1.19,    4.01,    4.18,    2.99,    2.51
27.66671,85.35001,2015,06,14,    2.36,    3.47,    1.31,    0.83,    3.67,    4.30,    2.42,    2.28
27.66671,85.35001,2015,06,15,    3.52,    4.29,    0.17,    0.12,    3.69,    4.40,    2.05,    2.11
27.66671,85.35001,2015,06,16,    2.81,    3.78,    0.59,    0.41,    3.40,    4.19,    2.02,    2.10
27.66671,85.35001,2015,06,17,    3.47,    4.10,    0.07,    0.11,    3.54,    4.20,    1.80,    1.93
27.66671,85.35001,2015,06,18,    2.96,    4.06,    0.67,    0.44,    3.62,    4.50,    2.42,    2.39
27.66671,85.35001,2015,06,19,    2.09,    3.58,    1.58,    0.85,    3.66,    4.43,    2.38,    2.32
27.66671,85.35001,2015,06,20,    2.43,    3.57,    1.38,    0.86,    3.81,    4.43,    2.51,    2.37
27.66671,85.35001,2015,06,21,    2.19,    3.15,    1.00,    0.49,    3.19,    3.64,    2.41,    2.04
27.66671,85.35001,2015,06,22,    2.17,    2.56,    0.25,    0.12,    2.42,    2.68,    1.44,    1.33
27.66671,85.35001,2015,06,23,    4.60,    5.04,    0.53,    0.36,    5.13,    5.40,    3.15,    2.89
27.66671,85.35001,2015,06,24,    5.54,    5.93,    0.65,    0.36,    6.20,    6.29,    3.40,    3.10
27.66671,85.35001,2015,06,25,    3.57,    4.30,    0.53,    0.37,    4.11,    4.68,    2.49,    2.35
27.66671,85.35001,2015,06,26,    3.14,    3.91,    1.00,    0.68,    4.13,    4.59,    2.72,    2.56
27.66671,85.35001,2015,06,27,    3.61,    4.24,    0.23,    0.27,    3.84,    4.51,    2.18,    2.05
27.66671,85.35001,2015,06,28,    7.73,    7.14,    0.83,    0.59,    8.56,    7.73,    3.77,    3.16
27.66671,85.35001,2015,06,29,    2.78,    3.73,    1.35,    0.81,    4.14,    4.54,    2.61,    2.32
27.66671,85.35001,2015,06,30,    3.57,    4.12,    0.69,    0.62,    4.26,    4.74,    2.54,    2.42
27.66671,85.35001,2015,07,01,    2.23,    2.98,    0.47,    0.31,    2.70,    3.29,    1.85,    1.81
27.66671,85.35001,2015,07,02,    3.71,    4.25,    0.18,    0.14,    3.89,    4.39,    2.07,    2.07
27.66671,85.35001,2015,07,03,    5.43,    5.40,    0.05,    0.07,    5.49,    5.47,    3.12,    2.80
27.66671,85.35001,2015,07,04,    4.25,    4.78,    0.87,    0.54,    5.12,    5.32,    3.04,    2.62
27.66671,85.35001,2015,07,05,    3.49,    4.32,    0.96,    0.54,    4.45,    4.86,    2.67,    2.42
